Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
42	1	42	697.5	699.833	0	39.7	117.819	29.155	NA	2.404	NA	-33.69	-7.125
43	1	43	700.5	700.167	0	39.9	120.837	32.173	NA	3.018	NA	6.34	40.03
44	1	44	707.167	700.5	0	36.2	127.512	38.84	NA	6.675	NA	2.862	-3.478
45	1	45	708.5	697.833	0	132.5	130.494	40.012	NA	2.981	NA	-63.435	-66.297
46	1	46	707.167	698.167	0	55.5	131.868	38.69	NA	1.374	NA	165.964	-130.601
47	1	47	708.167	698.5	0	34.8	132.922	39.702	NA	1.054	NA	18.435	-147.529
48	1	48	710.167	700.167	0	39.9	135.526	41.8	NA	2.603	NA	39.806	21.371
49	1	49	712.833	700.167	0	22.9	138.192	44.458	NA	2.667	NA	0	-39.806
50	1	50	714.5	696.833	0	19.5	141.919	46	NA	3.727	NA	-63.435	-63.435
51	1	51	711.167	695.167	0	59.8	145.646	42.699	NA	3.727	NA	-153.435	-90
52	1	52	705.167	692.833	0	130.6	152.084	36.884	NA	6.438	NA	-158.749	-5.315
53	1	53	704.5	692.833	0	24.2	152.75	36.222	NA	0.667	NA	180	-21.251
54	1	54	706.167	691.5	0	54.9	154.885	38.042	NA	2.134	NA	-38.66	141.34
55	1	55	697.5	695.5	0	121.1	164.43	29.031	NA	9.545	NA	155.225	-166.115
56	1	56	691.5	693.5	0	131.5	170.754	23.24	NA	6.325	NA	-161.565	43.21
57	1	57	683.5	691.5	0	159.4	179.001	15.92	NA	8.246	NA	-165.964	-4.399
58	1	58	683.5	690.833	0	20.1	179.667	16.155	NA	0.667	NA	-90	75.964
59	1	59	684.167	688.5	0	40.5	182.094	17.745	NA	2.427	NA	-74.055	15.945
60	1	60	683.5	689.5	0	30.2	183.296	16.697	NA	1.202	NA	123.69	-162.255
61	1	61	685.5	691.833	0	37.5	186.369	17.72	NA	3.073	NA	49.399	-74.291
62	1	62	689.5	693.167	0	25.5	190.585	21.318	NA	4.216	NA	18.435	-30.964
63	1	63	696.167	694.167	0	148.9	197.327	27.795	NA	6.741	NA	8.531	-9.904
64	1	64	697.167	694.167	0	42.1	198.327	28.79	NA	1	NA	0	-8.531
65	1	65	700.5	695.833	0	22.1	202.054	32.016	NA	3.727	NA	26.565	26.565
66	1	66	702.5	697.5	0	4.5	204.657	34.007	NA	2.603	NA	39.806	13.241
67	1	67	699.833	700.5	0	21.9	208.671	31.547	NA	4.014	NA	131.634	91.828
68	1	68	693.833	699.833	0	45.5	214.708	25.51	NA	6.037	NA	-173.66	54.707
69	1	69	688.5	704.5	0	43.4	221.794	21.419	NA	7.087	NA	138.814	-47.526
70	1	70	685.833	707.833	0	79.4	226.063	20.529	NA	4.269	NA	128.66	-10.154
71	1	71	684.167	709.5	0	13	228.42	20.147	NA	2.357	NA	135	6.34
72	1	72	683.5	711.167	0	45.1	230.215	20.747	NA	1.795	NA	111.801	-23.199
73	1	73	683.833	716.833	0	2.7	235.892	25.201	NA	5.676	NA	86.634	-25.168
74	1	74	689.5	720.5	0	132.4	242.641	31.64	NA	6.749	NA	32.905	-53.728
75	1	75	690.833	722.167	0	17.5	244.776	33.772	NA	2.134	NA	51.34	18.435
76	1	76	688.833	726.167	0	13.1	249.248	35.692	NA	4.472	NA	116.565	65.225
77	1	77	694.5	727.5	0	7.9	255.069	40.205	NA	5.821	NA	13.241	-103.325
78	1	78	701.833	730.833	0	136.4	263.125	47.614	NA	8.055	NA	24.444	11.203
79	1	79	702.167	730.833	0	10.3	263.458	47.848	NA	0.333	NA	0	-24.444
80	1	80	702.833	728.5	0	23.3	265.885	46.707	NA	2.427	NA	-74.055	-74.055
81	1	81	702.5	733.167	0	23.1	270.563	49.761	NA	4.679	NA	94.086	168.14
82	1	82	705.5	737.833	0	4.6	276.111	55.227	NA	5.548	NA	57.265	-36.821
83	1	83	707.833	740.833	0	24.3	279.911	59.018	NA	3.801	NA	52.125	-5.14
84	1	84	711.167	740.167	0	30.5	283.311	60.813	NA	3.399	NA	-11.31	-63.435
85	1	85	715.5	742.167	0	30.5	288.083	65.3	NA	4.773	NA	24.775	36.085
86	1	86	722.833	745.5	0	102.6	296.139	72.942	NA	8.055	NA	24.444	-0.331
87	1	87	724.167	743.167	0	34.1	298.826	72.426	NA	2.687	NA	-60.255	-84.699
88	1	88	727.833	740.833	0	36.1	303.172	73.868	NA	4.346	NA	-32.471	27.784
89	1	89	727.5	742.167	0	51.5	304.547	74.405	NA	1.374	NA	104.036	136.507
90	1	90	719.167	745.167	0	36.1	313.404	70.023	NA	8.857	NA	160.201	56.165
91	1	91	709.5	743.833	0	36.2	323.162	62.37	NA	9.758	NA	-172.147	27.652
92	1	92	697.5	746.167	0	24.5	335.387	57.226	NA	12.225	NA	168.996	-18.857
93	1	93	689.833	746.5	0	23.5	343.06	54.054	NA	7.674	NA	177.51	8.514
94	1	94	687.833	748.167	0	17.5	345.664	54.853	NA	2.603	NA	140.194	-37.316
95	1	95	700.5	750.5	0	3.6	358.544	62.483	NA	12.88	NA	10.437	-129.757
96	1	96	710.5	748.167	0	123.3	368.812	66.326	NA	10.269	NA	-13.134	-23.571
97	1	97	712.167	749.167	0	46.5	370.756	68.158	NA	1.944	NA	30.964	44.098
98	1	98	713.5	751.833	0	31.5	373.737	71.063	NA	2.981	NA	63.435	32.471
99	1	99	720.5	755.167	0	25.6	381.49	78.146	NA	7.753	NA	25.463	-37.972
100	1	100	725.5	754.833	0	59.5	386.502	81.32	NA	5.011	NA	-3.814	-29.277
101	1	101	726.5	755.167	0	17.5	387.556	82.26	NA	1.054	NA	18.435	22.249
102	1	102	719.833	752.167	0	33.9	394.866	75.478	NA	7.311	NA	-155.772	-174.207
103	1	103	710.167	755.5	0	16.5	405.091	71.958	NA	10.225	NA	160.974	-43.253
104	1	104	707.833	758.167	0	14.9	408.635	72.862	NA	3.543	NA	131.186	-29.788
105	1	105	703.167	762.5	0	10.3	415.003	74.256	NA	6.368	NA	137.121	5.935
106	1	106	699.833	766.167	0	16.5	419.959	76.085	NA	4.955	NA	132.274	-4.847
107	1	107	706.167	769.5	0	24.5	427.116	81.849	NA	7.157	NA	27.759	-104.515
108	1	108	712.167	772.167	0	11.6	433.681	87.074	NA	6.566	NA	23.962	-3.796
109	1	109	720.167	771.167	0	26.9	441.744	90.526	NA	8.062	NA	-7.125	-31.088
110	1	110	729.5	773.833	0	23.5	451.45	98.234	NA	9.707	NA	15.945	23.07
111	1	111	733.833	775.833	0	23.5	456.223	102.516	NA	4.773	NA	24.775	8.83
112	1	112	735.5	778.5	0	16.5	459.368	105.634	NA	3.145	NA	57.995	33.219
113	1	113	735.167	779.5	0	46.6	460.422	106.199	NA	1.054	NA	108.435	50.44
114	1	114	730.167	779.167	0	33	465.433	102.867	NA	5.011	NA	-176.186	75.379
115	1	115	739.5	781.5	0	45.5	475.054	110.496	NA	9.621	NA	14.036	-169.778
116	1	116	745.833	782.833	0	51.5	481.526	115.657	NA	6.472	NA	11.889	-2.148
117	1	117	751.5	782.5	0	24.5	487.202	119.28	NA	5.676	NA	-3.366	-15.255
118	1	118	761.833	780.833	0	18.5	497.669	125.567	NA	10.467	NA	-9.162	-5.796
119	1	119	765.833	778.833	0	31.4	502.141	127.27	NA	4.472	NA	-26.565	-17.403
120	1	120	767.833	774.833	0	44.5	506.613	126.298	NA	4.472	NA	-63.435	-36.87
121	1	121	775.5	774.833	0	30.3	514.28	132.412	NA	7.667	NA	0	63.435
122	1	122	781.167	777.5	0	17.4	520.543	138.567	NA	6.263	NA	25.201	25.201
123	1	123	760.833	780.5	0	10.2	541.096	124.602	NA	20.553	NA	171.607	146.406
124	1	124	749.167	776.167	0	23.3	553.542	113.141	NA	12.445	NA	-159.624	28.769
125	1	125	724.833	779.167	0	124.7	578.059	99.761	NA	24.518	NA	172.972	-27.405
126	1	126	714.833	779.167	0	125.8	588.059	94.475	NA	10	NA	180	7.028
127	1	127	722.5	779.167	0	42.7	595.726	98.462	NA	7.667	NA	0	-180
128	1	128	742.833	782.833	0	53.2	616.387	113.673	NA	20.661	NA	10.222	10.222
129	1	129	751.833	784.5	0	44.3	625.54	120.954	NA	9.153	NA	10.491	0.269
130	1	130	762	790	0	42.7	637.099	131.993	NA	11.559	NA	28.413	17.921
131	1	131	776	787	0	44.3	651.417	140.308	NA	14.318	NA	-12.095	-40.507
132	1	132	785	791	0	24.6	661.266	149.799	NA	9.849	NA	23.962	36.057
133	1	133	783.5	798	0	44.3	668.425	153.166	NA	7.159	NA	102.095	78.132
134	1	134	776.5	803.5	0	17.6	677.327	151.795	NA	8.902	NA	141.843	39.748
135	1	135	770	809	0	30	685.842	151.273	NA	8.515	NA	139.764	-2.079
136	1	136	767	811	0	44.3	689.447	150.786	NA	3.606	NA	146.31	6.546
137	1	137	761.5	819.5	0	37.3	699.572	153.935	NA	10.124	NA	122.905	-23.405
138	1	138	758	831.5	0	25.7	712.072	161.695	NA	12.5	NA	106.26	-16.645
139	1	139	763	838	0	18.5	720.272	169.877	NA	8.201	NA	52.431	-53.829
140	1	140	761.5	840	0	24.6	722.772	170.721	NA	2.5	NA	126.87	74.438
141	1	141	769	846	0	37.3	732.377	179.864	NA	9.605	NA	38.66	-88.21
142	1	142	773.5	852.5	0	32.7	740.283	187.769	NA	7.906	NA	55.305	16.645
143	1	143	781.5	861.5	0	33.9	752.324	199.71	NA	12.042	NA	48.366	-6.938
144	1	144	791	867	0	25.7	763.301	209.673	NA	10.977	NA	30.069	-18.298
145	1	145	799.5	873	0	33.7	773.706	219.535	NA	10.404	NA	35.218	5.149
146	1	146	800.5	883.5	0	26.7	784.253	228.623	NA	10.548	NA	84.56	49.342
147	1	147	801	891	0	25.3	791.77	235.068	NA	7.517	NA	86.186	1.626
148	1	148	805.5	892.5	0	19.9	796.513	238.861	NA	4.743	NA	18.435	-67.751
149	1	149	817.5	896	0	30.1	809.013	248.734	NA	12.5	NA	16.26	-2.175
150	1	150	826.5	900	0	28.7	818.862	257.373	NA	9.849	NA	23.962	7.702
151	1	151	841	906	0	24.2	834.554	271.122	NA	15.692	NA	22.479	-1.483
152	1	152	857	908	0	40.9	850.679	283.061	NA	16.125	NA	7.125	-15.354
153	1	153	860	901.5	0	1.2	857.838	280.287	NA	7.159	NA	-65.225	-72.35
154	1	154	859	901.5	0	44.3	858.838	279.605	NA	1	NA	180	-114.775
155	1	155	864	910	0	36.2	868.699	289.241	NA	9.862	NA	59.534	-120.466
156	1	156	847.5	918	0	33.9	887.037	284.527	NA	18.337	NA	154.134	94.599
157	1	157	829	918.5	0	24.4	905.543	273.672	NA	18.507	NA	178.452	24.318
158	1	158	815.167	933.5	0	31.6	925.948	278.428	NA	20.405	NA	132.683	-45.769
159	1	159	797.833	936.167	0	37.3	943.485	272.043	NA	17.537	NA	171.254	38.571
160	1	160	782.5	942.167	0	123.3	959.951	270.526	NA	16.465	NA	158.629	-12.624
161	1	161	796.5	947.5	0	32.7	974.932	281.457	NA	14.981	NA	20.854	-137.775
162	1	162	815.167	952.833	0	71.1	994.346	295.037	NA	19.414	NA	15.945	-4.909
163	1	163	836.5	954.833	0	57.2	1015.773	307.877	NA	21.427	NA	5.356	-10.59
164	1	164	844.5	964.833	0	54.9	1028.579	320.624	NA	12.806	NA	51.34	45.984
165	1	165	861.167	970.833	0	22.2	1046.293	334.957	NA	17.714	NA	19.799	-31.541
166	1	166	892.5	977.5	0	18.3	1078.328	359.096	NA	32.035	NA	12.011	-7.787
167	1	167	911.167	985.5	0	23.3	1098.636	377.115	NA	20.309	NA	23.199	11.187
168	1	168	901.167	998.833	0	27.9	1115.303	381.232	NA	16.667	NA	126.87	103.671
169	1	169	880.5	1012.833	0	152.4	1140.265	380.526	NA	24.962	NA	145.886	19.016
170	1	170	859.167	1024.167	0	156.1	1164.422	378.815	NA	24.157	NA	152.021	6.135
171	1	171	845.833	1035.5	0	156.1	1181.921	382.286	NA	17.499	NA	139.635	-12.385
172	1	172	859.167	1044.167	0	52.2	1197.824	396.225	NA	15.902	NA	33.024	-106.612
173	1	173	872.5	1051.5	0	38.6	1213.041	409.151	NA	15.217	NA	28.811	-4.213
174	1	174	889.833	1062.167	0	35.7	1233.393	427.15	NA	20.352	NA	31.608	2.797
175	1	175	889.833	1070.167	0	25.9	1241.393	434.012	NA	8	NA	90	58.392
176	1	176	901	1071	0	38.6	1252.591	440.519	NA	11.198	NA	4.268	-85.732
177	1	177	920.667	1069.333	0	65.3	1272.328	449.827	NA	19.737	NA	-4.844	-9.112
178	1	178	930	1072	0	154	1282.035	457.31	NA	9.707	NA	15.945	20.789
179	1	179	938	1072	0	148.8	1290.035	461.931	NA	8	NA	0	-15.945
180	1	180	966	1070	0	141.8	1318.106	477.242	NA	28.071	NA	-4.086	-4.086
181	1	181	966	1070	0	108.4	1318.106	477.242	NA	0	NA	0	4.086
182	1	182	966	1070	0	108.4	1318.106	477.242	NA	0	NA	0	0
183	1	186	964	1072	0	128.3	1320.935	477.567	NA	2.828	NA	135	135
184	2	1	671.167	576.5	0	32.5	0	0	NA	NA	NA	NA	NA
185	2	2	671.167	577.833	0	62.5	1.333	1.333	NA	1.333	NA	90	NA
186	2	3	672.833	574.833	0	31.4	4.765	2.357	NA	3.432	NA	-60.945	-150.945
187	2	4	676.5	573.167	0	70.8	8.793	6.289	NA	4.028	NA	-24.444	36.501
188	2	5	674.5	572.167	0	19.5	11.029	5.467	NA	2.236	NA	-153.435	-128.991
189	2	6	674.167	573.167	0	48.5	12.083	4.485	NA	1.054	NA	108.435	-98.13
190	2	7	676.167	572.167	0	22.4	14.319	6.616	NA	2.236	NA	-26.565	-135
191	2	8	677.833	569.5	0	1	17.464	9.667	NA	3.145	NA	-57.995	-31.43
192	2	9	675.167	570.833	0	51.1	20.445	6.936	NA	2.981	NA	153.435	-148.57
193	2	10	676.5	567.5	0	26.5	24.035	10.462	NA	3.59	NA	-68.199	138.366
194	2	11	673.833	568.5	0	27.1	26.883	8.433	NA	2.848	NA	159.444	-132.357
195	2	12	677.167	567.5	0	25.5	30.363	10.817	NA	3.48	NA	-16.699	-176.143
196	2	13	678.5	565.5	0	0	32.767	13.22	NA	2.404	NA	-56.31	-39.611
197	2	14	677.167	566.5	0	25.5	34.434	11.662	NA	1.667	NA	143.13	-160.56
198	2	15	676.167	567.5	0	38.4	35.848	10.296	NA	1.414	NA	135	-8.13
199	2	16	678.833	565.5	0	24	39.181	13.408	NA	3.333	NA	-36.87	-171.87
200	2	17	681.167	567.167	0	24.2	42.049	13.679	NA	2.867	NA	35.538	72.408
201	2	18	681.833	568.167	0	17.4	43.251	13.536	NA	1.202	NA	56.31	20.772
202	2	19	680.5	568.833	0	29.2	44.741	12.078	NA	1.491	NA	153.435	97.125
203	2	20	680.833	567.5	0	33.6	46.116	13.208	NA	1.374	NA	-75.964	130.601
204	2	21	682.167	566.5	0	31.4	47.782	14.866	NA	1.667	NA	-36.87	39.094
205	2	22	686.5	570.833	0	183.8	53.911	16.347	NA	6.128	NA	45	81.87
206	2	23	684.167	573.833	0	149.2	57.711	13.271	NA	3.801	NA	127.875	82.875
207	2	24	682.167	571.5	0	40.9	60.784	12.083	NA	3.073	NA	-130.601	101.524
208	2	25	682.833	569.833	0	24.6	62.579	13.437	NA	1.795	NA	-68.199	62.403
209	2	26	684.833	573.5	0	17.4	66.756	13.992	NA	4.177	NA	61.39	129.588
210	2	27	684.167	574.833	0	38.2	68.247	13.106	NA	1.491	NA	116.565	55.176
211	2	28	683.5	575.833	0	42.7	69.449	12.351	NA	1.202	NA	123.69	7.125
212	2	29	682.5	579.167	0	15.1	72.929	11.643	NA	3.48	NA	106.699	-16.991
213	2	30	684.167	579.167	0	21.7	74.595	13.271	NA	1.667	NA	0	-106.699
214	2	31	687.833	580.833	0	30	78.623	17.221	NA	4.028	NA	24.444	24.444
215	2	32	688.833	578.833	0	24	80.859	17.82	NA	2.236	NA	-63.435	-87.879
216	2	33	688.5	577.833	0	13	81.913	17.385	NA	1.054	NA	-108.435	-45
217	2	34	685.833	579.833	0	39.6	85.247	15.041	NA	3.333	NA	143.13	-108.435
218	2	35	685.5	581.833	0	12	87.274	15.293	NA	2.028	NA	99.462	-43.668
219	2	36	688.167	582.167	0	58	89.962	17.92	NA	2.687	NA	7.125	-92.337
220	2	37	689.167	581.833	0	44	91.016	18.774	NA	1.054	NA	-18.435	-25.56
221	2	38	691.5	582.833	0	25.9	93.554	21.297	NA	2.539	NA	23.199	41.634
222	2	39	693.5	584.833	0	101.2	96.383	23.837	NA	2.828	NA	45	21.801
223	2	40	692.5	586.167	0	46.7	98.049	23.421	NA	1.667	NA	126.87	81.87
224	2	41	689.167	587.167	0	99.2	101.53	20.923	NA	3.48	NA	163.301	36.431
225	2	42	688.5	584.167	0	0.6	104.603	18.953	NA	3.073	NA	-102.529	94.17
226	2	43	690.833	581.5	0	40.7	108.146	20.292	NA	3.543	NA	-48.814	53.715
227	2	44	693.5	580.5	0	34.9	110.994	22.689	NA	2.848	NA	-20.556	28.258
228	2	45	697.5	581.167	0	13.9	115.049	26.744	NA	4.055	NA	9.462	30.018
229	2	46	702.833	582.5	0	167.5	120.547	32.23	NA	5.497	NA	14.036	4.574
230	2	47	703.833	580.167	0	175.5	123.085	32.872	NA	2.539	NA	-66.801	-80.838
231	2	48	702.5	579.833	0	21.9	124.46	31.51	NA	1.374	NA	-165.964	-99.162
232	2	49	702.5	584.167	0	92.1	128.793	32.258	NA	4.333	NA	90	-104.036
233	2	50	704.5	582.5	0	174.5	131.396	33.869	NA	2.603	NA	-39.806	-129.806
234	2	51	698.833	576.167	0	32.7	139.895	27.669	NA	8.498	NA	-131.82	-92.015
235	2	52	699.5	573.833	0	26.7	142.321	28.459	NA	2.427	NA	-74.055	57.766
236	2	53	695.5	569.5	0	40.7	148.219	25.32	NA	5.897	NA	-132.709	-58.655
237	2	54	697.5	567.5	0	5.7	151.047	27.829	NA	2.828	NA	-45	87.709
238	2	55	693.5	567.5	0	37.3	155.047	24.079	NA	4	NA	180	-135
239	2	56	694.5	566.167	0	18.7	156.714	25.519	NA	1.667	NA	-53.13	126.87
240	2	57	689.5	566.833	0	32.7	161.758	20.726	NA	5.044	NA	172.405	-134.465
241	2	58	689.5	562.167	0	16.3	166.425	23.271	NA	4.667	NA	-90	97.595
242	2	59	692.833	559.833	0	42.9	170.494	27.335	NA	4.069	NA	-34.992	55.008
243	2	60	695.5	564.5	0	17.2	175.868	27.131	NA	5.375	NA	60.255	95.247
244	2	61	696.5	564.5	0	16.3	176.868	28.032	NA	1	NA	0	-60.255
245	2	62	698.833	561.833	0	11.7	180.412	31.314	NA	3.543	NA	-48.814	-48.814
246	2	63	700.833	562.5	0	24.6	182.52	32.804	NA	2.108	NA	18.435	67.249
247	2	64	702.833	565.5	0	34.7	186.126	33.523	NA	3.606	NA	56.31	37.875
248	2	65	708.167	558.833	0	165.1	194.663	41.001	NA	8.537	NA	-51.34	-107.65
249	2	66	708.167	564.5	0	25.9	200.33	38.897	NA	5.667	NA	90	141.34
250	2	67	706.833	567.167	0	34.9	203.311	36.868	NA	2.981	NA	116.565	26.565
251	2	68	705.5	565.833	0	24.8	205.197	35.952	NA	1.886	NA	-135	108.435
252	2	69	703.833	564.167	0	25.6	207.554	34.917	NA	2.357	NA	-135	0
253	2	70	698.167	569.5	0	15.9	215.336	27.893	NA	7.782	NA	136.736	-88.264
254	2	71	698.167	570.5	0	25.9	216.336	27.659	NA	1	NA	90	-46.736
255	2	72	700.5	572.833	0	17.8	219.635	29.562	NA	3.3	NA	45	-45
256	2	73	698.167	575.5	0	11.9	223.179	27.019	NA	3.543	NA	131.186	86.186
257	2	74	693.833	577.833	0	47.9	228.1	22.706	NA	4.922	NA	151.699	20.513
258	2	75	688.833	583.167	0	151.6	235.411	18.883	NA	7.311	NA	133.152	-18.547
259	2	76	693.833	583.167	0	20.9	240.411	23.627	NA	5	NA	0	-133.152
260	2	77	697.833	583.833	0	24.8	244.466	27.657	NA	4.055	NA	9.462	9.462
261	2	78	702.167	587.5	0	139.5	250.143	32.894	NA	5.676	NA	40.236	30.774
262	2	79	702.167	587.833	0	23.1	250.476	33.007	NA	0.333	NA	90	49.764
263	2	80	704.167	584.167	0	32.9	254.653	33.879	NA	4.177	NA	-61.39	-151.39
264	2	81	708.833	588.5	0	29.9	261.021	39.532	NA	6.368	NA	42.879	104.268
265	2	82	714.167	589.833	0	22.9	266.518	45.02	NA	5.497	NA	14.036	-28.843
266	2	83	716.833	591.167	0	21.9	269.5	47.964	NA	2.981	NA	26.565	12.529
267	2	84	720.5	592.833	0	15.1	273.527	51.967	NA	4.028	NA	24.444	-2.121
268	2	85	720.833	591.167	0	29.9	275.227	51.787	NA	1.7	NA	-78.69	-103.134
269	2	86	719.5	589.5	0	25.9	277.362	50.051	NA	2.134	NA	-128.66	-49.97
270	2	87	714.5	587.5	0	22.9	282.747	44.708	NA	5.385	NA	-158.199	-29.539
271	2	88	713.5	584.833	0	23.5	285.595	43.146	NA	2.848	NA	-110.556	47.643
272	2	89	715.5	585.167	0	11.9	287.622	45.173	NA	2.028	NA	9.462	120.018
273	2	90	706.167	584.833	0	27.3	296.962	35.978	NA	9.339	NA	-177.955	172.583
274	2	91	709.167	584.833	0	18.6	299.962	38.903	NA	3	NA	0	177.955
275	2	92	707.167	581.5	0	22.3	303.849	36.346	NA	3.887	NA	-120.964	-120.964
276	2	93	707.833	580.167	0	15.9	305.34	36.85	NA	1.491	NA	-63.435	57.529
277	2	94	707.167	577.833	0	22.3	307.766	36.025	NA	2.427	NA	-105.945	-42.51
278	2	95	715.167	581.167	0	8.4	316.433	44.247	NA	8.667	NA	22.62	128.565
279	2	96	719.167	582.833	0	8	320.766	48.416	NA	4.333	NA	22.62	0
280	2	97	718.167	579.5	0	25.9	324.246	47.096	NA	3.48	NA	-106.699	-129.319
281	2	98	723.833	582.167	0	47.5	330.509	52.971	NA	6.263	NA	25.201	131.9
282	2	99	729.5	579.5	0	18.5	336.772	58.41	NA	6.263	NA	-25.201	-50.402
283	2	100	735.5	576.5	0	3.6	343.48	64.333	NA	6.708	NA	-26.565	-1.364
284	2	101	737.5	574.833	0	4.7	346.084	66.354	NA	2.603	NA	-39.806	-13.241
285	2	102	734.5	574.833	0	21.9	349.084	63.355	NA	3	NA	180	-140.194
286	2	103	731.167	581.167	0	41.5	356.241	60.181	NA	7.157	NA	117.759	-62.241
287	2	104	731.5	582.833	0	25.5	357.94	60.665	NA	1.7	NA	78.69	-39.068
288	2	105	723.5	577.5	0	11.6	367.555	52.343	NA	9.615	NA	-146.31	135
289	2	106	727.833	579.167	0	21.9	372.198	56.729	NA	4.643	NA	21.038	167.347
290	2	107	721.167	584.5	0	88.4	380.735	50.636	NA	8.537	NA	141.34	120.303
291	2	108	715.5	575.833	0	38.5	391.09	44.338	NA	10.355	NA	-123.179	95.481
292	2	109	721.833	577.167	0	31.5	397.562	50.671	NA	6.472	NA	11.889	135.067
293	2	110	726.833	581.5	0	22.1	404.179	55.891	NA	6.616	NA	40.914	29.026
294	2	111	732.167	582.5	0	22.1	409.605	61.294	NA	5.426	NA	10.62	-30.295
295	2	112	735.5	584.167	0	18.5	413.332	64.789	NA	3.727	NA	26.565	15.945
296	2	113	739.5	582.167	0	17.4	417.804	68.568	NA	4.472	NA	-26.565	-53.13
297	2	114	752.5	580.5	0	130.6	430.91	81.432	NA	13.106	NA	-7.306	19.259
298	2	115	747.833	578.5	0	36.1	435.988	76.693	NA	5.077	NA	-156.801	-149.496
299	2	116	749.167	576.5	0	15.9	438.391	78	NA	2.404	NA	-56.31	100.491
300	2	117	756.833	575.5	0	20.1	446.123	85.673	NA	7.732	NA	-7.431	48.879
