Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
301	2	118	762.167	571.167	0	15.1	452.995	91.156	NA	6.872	NA	-39.094	-31.662
302	2	119	747.833	559.5	0	127.9	471.476	78.529	NA	18.481	NA	-140.856	-101.762
303	2	120	753.5	561.833	0	53.5	477.604	83.629	NA	6.128	NA	22.38	163.236
304	2	121	753.167	554.167	0	37.3	485.278	84.987	NA	7.674	NA	-92.49	-114.87
305	2	122	749.833	554.167	0	32.7	488.611	81.775	NA	3.333	NA	180	-87.51
306	2	123	738.833	552.833	0	137.8	499.692	71.686	NA	11.081	NA	-173.089	6.911
307	2	124	745.167	550.167	0	28.7	506.564	78.546	NA	6.872	NA	-22.834	150.255
308	2	125	743.833	548.5	0	21.7	508.698	77.875	NA	2.134	NA	-128.66	-105.826
309	2	126	752.833	546.833	0	18.7	517.851	86.888	NA	9.153	NA	-10.491	118.168
310	2	127	754.833	545.167	0	33.7	520.455	89.341	NA	2.603	NA	-39.806	-29.314
311	2	128	763.833	548.833	0	40.7	530.173	96.709	NA	9.718	NA	22.166	61.972
312	2	129	767.167	543.167	0	39.7	536.747	101.622	NA	6.574	NA	-59.534	-81.701
313	2	130	773.5	545.167	0	21.7	543.389	107.023	NA	6.642	NA	17.526	77.06
314	2	131	779.167	542.5	0	31.6	549.652	113.225	NA	6.263	NA	-25.201	-42.727
315	2	132	784.167	537.833	0	28.7	556.491	119.432	NA	6.839	NA	-43.025	-17.824
316	2	133	796.5	535.167	0	138.7	569.109	131.973	NA	12.618	NA	-12.2	30.825
317	2	134	793.167	543.833	0	23.3	578.395	126.298	NA	9.286	NA	111.038	123.238
318	2	135	788.167	539.5	0	49.7	585.011	122.711	NA	6.616	NA	-139.086	109.877
319	2	136	792.167	538.5	0	17.6	589.134	126.827	NA	4.123	NA	-14.036	125.049
320	2	137	792.5	551.167	0	25.7	601.806	123.95	NA	12.671	NA	88.493	102.529
321	2	138	784.833	555.833	0	51.1	610.781	115.53	NA	8.975	NA	148.671	60.179
322	2	139	779.167	554.167	0	82.7	616.687	110.285	NA	5.907	NA	-163.61	47.718
323	2	140	771.833	551.833	0	29.1	624.383	103.645	NA	7.696	NA	-162.35	1.261
324	2	141	765.5	561.833	0	68.5	636.22	95.467	NA	11.837	NA	122.347	-75.303
325	2	142	774.167	560.833	0	111.5	644.944	104.185	NA	8.724	NA	-6.582	-128.929
326	2	143	785.167	568.5	0	67.3	658.352	114.28	NA	13.408	NA	34.875	41.457
327	2	144	787.833	573.833	0	60.7	664.315	116.697	NA	5.963	NA	63.435	28.56
328	2	145	794.833	570.167	0	25.5	672.217	123.829	NA	7.902	NA	-27.646	-91.081
329	2	146	807.5	574.5	0	37.3	685.605	136.348	NA	13.387	NA	18.886	46.532
330	2	147	813.833	579.833	0	25.4	693.884	142.706	NA	8.28	NA	40.101	21.215
331	2	148	818.167	568.833	0	15.1	705.707	147.2	NA	11.823	NA	-68.499	-108.599
332	2	149	826.5	579.5	0	15.9	719.243	155.362	NA	13.536	NA	52.001	120.5
333	2	150	841.5	579	0	132.7	734.252	170.352	NA	15.008	NA	-1.909	-53.91
334	2	151	841	574	0	32.5	739.276	169.852	NA	5.025	NA	-95.711	-93.801
335	2	152	857	582.5	0	153.9	757.394	185.93	NA	18.118	NA	27.979	123.69
336	2	153	833	570.5	0	0.6	784.227	161.945	NA	26.833	NA	-153.435	178.586
337	2	154	837.5	561.5	0	21.4	794.289	167.008	NA	10.062	NA	-63.435	90
338	2	155	846.5	581.5	0	137.6	816.221	175.405	NA	21.932	NA	65.772	129.207
339	2	156	833	562	0	68.5	839.938	162.482	NA	23.717	NA	-124.695	169.533
340	2	157	819.5	553.5	0	29.4	855.891	150.106	NA	15.953	NA	-147.804	-23.109
341	2	158	830.5	548.5	0	24.4	867.974	161.775	NA	12.083	NA	-24.444	123.36
342	2	159	827	540.5	0	18.7	876.706	159.938	NA	8.732	NA	-113.629	-89.185
343	2	160	838	539	0	11.5	887.808	170.996	NA	11.102	NA	-7.765	105.864
344	2	161	832	538.5	0	37.3	893.829	165.261	NA	6.021	NA	-175.236	-167.471
345	2	162	841	544	0	14.4	904.376	172.915	NA	10.548	NA	31.43	-153.334
346	2	163	856.5	548.5	0	29.4	920.516	187.437	NA	16.14	NA	16.189	-15.24
347	2	164	875.5	530	0	143.3	947.035	209.558	NA	26.519	NA	-44.236	-60.425
348	2	165	873	530	0	65	949.535	207.121	NA	2.5	NA	180	-135.764
349	2	166	898	539	0	23	976.106	229.912	NA	26.571	NA	19.799	-160.201
350	2	167	909.5	519	0	156.1	999.176	245.171	NA	23.071	NA	-60.101	-79.9
351	2	168	906.5	523	0	31.2	1004.176	241.338	NA	5	NA	126.87	-173.029
352	2	169	920	527.5	0	24.6	1018.407	253.612	NA	14.23	NA	18.435	-108.435
353	2	170	923	516	0	135	1030.292	258.999	NA	11.885	NA	-75.379	-93.814
354	2	171	912.5	510.5	0	28.2	1042.145	250.195	NA	11.853	NA	-152.354	-76.975
355	2	172	906.5	520	0	50	1053.381	242.021	NA	11.236	NA	122.276	-85.37
356	2	173	913.5	530.5	0	51	1066	246.661	NA	12.619	NA	56.31	-65.966
357	2	174	914.5	528.5	0	29	1068.236	248.022	NA	2.236	NA	-63.435	-119.745
358	2	175	892.5	513.5	0	72.3	1094.864	230.125	NA	26.627	NA	-145.713	-82.278
359	2	176	889	530.5	0	30.2	1112.22	222.637	NA	17.357	NA	101.634	-112.653
360	2	177	899.5	531	0	15.2	1122.732	232.823	NA	10.512	NA	2.726	-98.907
361	2	178	916.5	533	0	65	1139.849	249.16	NA	17.117	NA	6.71	3.984
362	2	179	925.5	523.5	0	40.7	1152.935	259.797	NA	13.086	NA	-46.548	-53.258
363	2	180	934	514	0	35.2	1165.683	270.162	NA	12.748	NA	-48.18	-1.632
364	2	181	937.5	506.5	0	38.2	1173.959	275.379	NA	8.276	NA	-64.983	-16.803
365	2	182	953.5	504	0	38.4	1190.154	291.493	NA	16.194	NA	-8.881	56.102
366	2	184	944.5	512.5	0	73.4	1202.533	280.726	NA	12.379	NA	136.637	145.517
