Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
72	1	72	908.75	669.5	0	33.7	240.629	37.658	NA	2.136	NA	-69.444	173.991
73	1	73	907.25	671.5	0	18.5	243.129	37.035	NA	2.5	NA	126.87	-163.686
74	1	74	912.5	671.5	0	19.7	248.379	41.876	NA	5.25	NA	0	-126.87
75	1	75	913.5	670.5	0	47.7	249.793	42.462	NA	1.414	NA	-45	-45
76	1	76	915.5	670.25	0	37	251.809	44.272	NA	2.016	NA	-7.125	37.875
77	1	77	920.75	672.75	0	25.7	257.624	50.048	NA	5.815	NA	25.463	32.588
78	1	78	922	672	0	33.7	259.081	50.993	NA	1.458	NA	-30.964	-56.427
79	1	79	927.25	669	0	0.6	265.128	55.242	NA	6.047	NA	-29.745	1.219
80	1	80	931.75	671.75	0	15	270.402	60.277	NA	5.274	NA	31.43	61.174
81	1	81	931.75	672.25	0	36	270.902	60.407	NA	0.5	NA	90	58.57
82	1	82	932.25	673	0	51	271.803	61.091	NA	0.901	NA	56.31	-33.69
83	1	83	927.75	672.25	0	50	276.365	56.56	NA	4.562	NA	-170.538	133.152
84	1	84	920	671.5	0	0.6	284.152	48.937	NA	7.786	NA	-174.472	-3.935
85	1	85	914	669.5	0	2.6	290.476	42.612	NA	6.325	NA	-161.565	12.907
86	1	86	908.25	670.25	0	121	296.275	37.464	NA	5.799	NA	172.569	-25.866
87	1	87	909.75	667.5	0	22	299.407	37.956	NA	3.132	NA	-61.39	126.042
88	1	88	912.75	670	0	30	303.312	41.589	NA	3.905	NA	39.806	101.195
89	1	89	916.25	674.5	0	5.7	309.013	46.483	NA	5.701	NA	52.125	12.319
90	1	90	919.75	672	0	39.7	313.315	48.858	NA	4.301	NA	-35.538	-87.663
91	1	91	927	671.75	0	51	320.569	55.7	NA	7.254	NA	-1.975	33.563
92	1	92	935.25	676.5	0	93.2	330.089	64.986	NA	9.52	NA	29.932	31.906
93	1	93	941.25	675.75	0	140.9	336.135	70.5	NA	6.047	NA	-7.125	-37.057
94	1	94	941.25	675.25	0	29.4	336.635	70.364	NA	0.5	NA	-90	-82.875
95	1	95	941.5	673.5	0	0.6	338.403	70.154	NA	1.768	NA	-81.87	8.13
96	1	96	938.5	674.5	0	52.6	341.565	67.513	NA	3.162	NA	161.565	-116.565
97	1	97	933.5	679.5	0	22	348.636	64.347	NA	7.071	NA	135	-26.565
98	1	98	926.5	676.75	0	44	356.157	56.826	NA	7.521	NA	-158.552	66.448
99	1	99	922.5	680.25	0	30	361.472	54.562	NA	5.315	NA	138.814	-62.634
100	1	100	924.5	683.5	0	30	365.288	57.824	NA	3.816	NA	58.392	-80.422
101	1	101	928.75	685.75	0	46.7	370.097	62.632	NA	4.809	NA	27.897	-30.495
102	1	102	933.5	687.5	0	23	375.159	67.65	NA	5.062	NA	20.225	-7.672
103	1	103	938	689.5	0	18.7	380.084	72.566	NA	4.924	NA	23.962	3.738
104	1	104	942	691.75	0	29.4	384.673	77.152	NA	4.589	NA	29.358	5.395
105	1	105	944.25	690.25	0	23.4	387.377	78.496	NA	2.704	NA	-33.69	-63.048
106	1	106	945.5	688.25	0	0.6	389.736	78.791	NA	2.358	NA	-57.995	-24.305
107	1	107	944.75	688.25	0	51	390.486	78.106	NA	0.75	NA	180	-122.005
108	1	108	946.75	689.25	0	29	392.722	80.34	NA	2.236	NA	26.565	-153.435
109	1	109	952.25	690.25	0	46.7	398.312	85.776	NA	5.59	NA	10.305	-16.26
110	1	110	954.5	691.5	0	16	400.886	88.338	NA	2.574	NA	29.055	18.75
111	1	111	958.25	692.75	0	37	404.839	92.276	NA	3.953	NA	18.435	-10.62
112	1	112	961.75	692.5	0	30	408.348	95.405	NA	3.509	NA	-4.086	-22.521
113	1	113	965.5	692.75	0	10.6	412.106	98.976	NA	3.758	NA	3.814	7.9
114	1	114	970.5	691.25	0	54.7	417.326	103.121	NA	5.22	NA	-16.699	-20.513
115	1	115	967.833	691.5	0	44	420.004	100.704	NA	2.678	NA	174.644	-168.657
116	1	116	969.167	691.167	0	17.6	421.379	101.84	NA	1.374	NA	-14.036	171.32
117	1	117	963.833	693.833	0	50	427.342	97.84	NA	5.963	NA	153.435	167.471
118	1	118	955.167	688.5	0	39.7	437.518	87.804	NA	10.176	NA	-148.392	58.173
119	1	119	937.5	693.5	0	145.4	455.879	74.051	NA	18.361	NA	164.197	-47.41
120	1	120	936.167	680.167	0	158.3	469.278	67.075	NA	13.4	NA	-95.711	100.092
121	1	121	943.833	689.167	0	65.4	481.101	77.655	NA	11.823	NA	49.574	145.285
122	1	122	951.167	688.167	0	47.9	488.502	83.969	NA	7.401	NA	-7.765	-57.339
123	1	123	964.5	697.5	0	26.9	504.778	99.913	NA	16.275	NA	34.992	42.757
124	1	124	971.167	698.167	0	35.8	511.478	106.282	NA	6.7	NA	5.711	-29.281
125	1	125	979.167	697.833	0	22.4	519.485	113.554	NA	8.007	NA	-2.386	-8.097
126	1	126	985.167	699.167	0	52.4	525.631	119.63	NA	6.146	NA	12.529	14.915
127	1	127	986.5	700.167	0	32.5	527.298	121.234	NA	1.667	NA	36.87	24.341
128	1	128	982.5	704.167	0	67.5	532.954	119.067	NA	5.657	NA	135	98.13
129	1	129	981.5	709.833	0	29.4	538.709	120.562	NA	5.754	NA	100.008	-34.992
130	1	130	971.5	709.5	0	46.5	548.714	111.533	NA	10.006	NA	-178.091	81.901
131	1	131	966.833	709.5	0	9.4	553.381	107.455	NA	4.667	NA	180	-1.909
132	1	132	964.167	710.167	0	62.9	556.13	105.487	NA	2.749	NA	165.964	-14.036
133	1	133	968.167	715.833	0	59.4	563.066	111.857	NA	6.936	NA	54.782	-111.181
134	1	134	974.833	718.833	0	39.5	570.376	119.101	NA	7.311	NA	24.228	-30.555
135	1	135	983.5	724.5	0	22.1	580.731	129.453	NA	10.355	NA	33.179	8.951
136	1	136	987.5	726.5	0	19.5	585.203	133.907	NA	4.472	NA	26.565	-6.613
137	1	137	993.833	728.833	0	30.1	591.953	140.529	NA	6.749	NA	20.225	-6.34
138	1	138	996.167	730.167	0	25.5	594.64	143.216	NA	2.687	NA	29.745	9.52
139	1	139	996.833	725.833	0	86.1	599.025	141.608	NA	4.384	NA	-81.254	-110.999
140	1	140	1005.5	729.167	0	31.2	608.31	150.801	NA	9.286	NA	21.038	102.291
141	1	141	1012.167	733.833	0	12.5	616.448	158.895	NA	8.138	NA	34.992	13.955
142	1	142	1016.5	736.833	0	22.1	621.718	164.142	NA	5.27	NA	34.695	-0.297
143	1	143	1019.833	732.833	0	55.9	626.925	165.162	NA	5.207	NA	-50.194	-84.89
144	1	144	1018.5	730.5	0	68.3	629.613	162.905	NA	2.687	NA	-119.745	-69.55
145	1	145	1030.167	731.833	0	54.5	641.355	173.946	NA	11.743	NA	6.52	126.265
146	1	146	1047.167	736.167	0	12.5	658.899	191.172	NA	17.544	NA	14.3	7.78
147	1	147	1050.833	733.833	0	54.5	663.245	193.562	NA	4.346	NA	-32.471	-46.771
148	1	148	1054.5	730.5	0	41.9	668.2	195.638	NA	4.955	NA	-42.274	-9.802
149	1	149	1052.833	736.5	0	17.4	674.427	196.47	NA	6.227	NA	105.524	147.798
150	1	150	1021.5	738.833	0	5.5	705.848	169.482	NA	31.42	NA	175.741	70.217
151	1	151	999.833	732.833	0	126.5	728.33	147.733	NA	22.482	NA	-164.521	19.737
152	1	152	1006.167	726.833	0	12.9	737.054	150.275	NA	8.724	NA	-43.452	121.07
153	1	153	1010.833	729.5	0	40.9	742.429	155.647	NA	5.375	NA	29.745	73.197
154	1	154	1017.833	736.833	0	18.3	752.567	165.305	NA	10.138	NA	46.332	16.587
155	1	155	1029.167	741.167	0	66.2	764.7	177.322	NA	12.134	NA	20.925	-25.408
156	1	156	1048.833	748.833	0	41.9	785.808	198.276	NA	21.108	NA	21.297	0.373
157	1	157	1065.5	751.167	0	22.2	802.638	214.18	NA	16.829	NA	7.97	-13.328
158	1	158	1075.833	755.833	0	23.2	813.976	225.512	NA	11.338	NA	24.305	16.335
159	1	159	1093.167	761.5	0	5.7	832.212	243.58	NA	18.236	NA	18.104	-6.201
160	1	160	1088.833	771.167	0	18.3	842.805	244.078	NA	10.593	NA	114.146	96.042
161	1	161	1094.5	777.833	0	31.2	851.555	252.237	NA	8.75	NA	49.635	-64.51
162	1	162	1090.833	786.833	0	17.2	861.273	253.546	NA	9.718	NA	112.166	62.531
163	1	163	1079.167	791.833	0	30	873.966	246.336	NA	12.693	NA	156.801	44.635
164	1	164	1073.5	796.833	0	16	881.523	244.466	NA	7.557	NA	138.576	-18.225
165	1	165	1090.167	801.167	0	44.2	898.744	260.663	NA	17.221	NA	14.574	-124.002
166	1	166	1098	826	0	14.4	924.784	281.452	NA	26.039	NA	72.493	57.919
167	1	167	1085.5	823.5	0	9.4	937.531	270.031	NA	12.748	NA	-168.69	118.817
168	1	168	1090	824	0	28.2	942.059	273.884	NA	4.528	NA	6.34	175.03
169	1	169	1090.5	835.5	0	15	953.57	281.46	NA	11.511	NA	87.51	81.17
170	1	170	1089	841.5	0	24.4	959.754	284.179	NA	6.185	NA	104.036	16.526
171	1	171	1091.5	831.5	0	26.7	970.062	279.708	NA	10.308	NA	-75.964	-180
172	1	172	1111.5	840	0	17.6	991.794	300.679	NA	21.731	NA	23.025	98.989
173	1	173	1124	849	0	25.5	1007.196	316.074	NA	15.403	NA	35.754	12.728
174	1	174	1128.5	843.5	0	61.5	1014.303	316.366	NA	7.106	NA	-50.711	-86.464
175	1	175	1121	825.5	0	6.1	1033.803	299.836	NA	19.5	NA	-112.62	-61.909
176	1	176	1107.5	836.5	0	53.7	1051.217	295.374	NA	17.414	NA	140.826	-106.554
177	1	177	1131.5	837.5	0	18.5	1075.238	315.302	NA	24.021	NA	2.386	-138.44
178	1	179	1117	835.5	0	38.6	1089.875	302.362	NA	14.637	NA	-172.147	-174.533
179	2	1	878.833	546.833	0	47.5	0	0	NA	NA	NA	NA	NA
180	2	2	882.833	547.167	0	23	4.014	4.014	NA	4.014	NA	4.764	NA
181	2	3	882.5	544.5	0	0.6	6.701	4.346	NA	2.687	NA	-97.125	-101.889
182	2	4	881.833	547.833	0	18.7	10.101	3.162	NA	3.399	NA	101.31	-161.565
183	2	5	881.5	548.5	0	24.6	10.846	3.145	NA	0.745	NA	116.565	15.255
184	2	6	883.167	548.833	0	17.6	12.546	4.773	NA	1.7	NA	11.31	-105.255
185	2	7	881.167	546.167	0	33.7	15.879	2.427	NA	3.333	NA	-126.87	-138.18
186	2	8	879.833	548.833	0	10.6	18.86	2.236	NA	2.981	NA	116.565	-116.565
187	2	9	881.167	544.833	0	28.4	23.077	3.073	NA	4.216	NA	-71.565	171.87
188	2	10	882.833	546.5	0	12.7	25.434	4.014	NA	2.357	NA	45	116.565
189	2	11	882.833	548.5	0	11.7	27.434	4.333	NA	2	NA	90	45
190	2	12	883.833	549.167	0	25.7	28.636	5.518	NA	1.202	NA	33.69	-56.31
191	2	13	882.5	546.167	0	24.6	31.919	3.727	NA	3.283	NA	-113.962	-147.653
192	2	14	882.833	545.833	0	24.6	32.39	4.123	NA	0.471	NA	-45	68.962
193	2	15	881.5	546.5	0	30	33.881	2.687	NA	1.491	NA	153.435	-161.565
194	2	16	881.5	545.833	0	30	34.547	2.848	NA	0.667	NA	-90	116.565
195	2	17	882.833	546.5	0	23	36.038	4.014	NA	1.491	NA	26.565	116.565
196	2	18	882.833	546.5	0	19.7	36.038	4.014	NA	0	NA	0	-26.565
197	2	19	884.167	545.167	0	23	37.924	5.588	NA	1.886	NA	-45	-45
198	2	20	883.833	545.167	0	25.7	38.257	5.27	NA	0.333	NA	180	-135
199	2	21	881.167	546.833	0	29	41.402	2.333	NA	3.145	NA	147.995	-32.005
200	2	22	882.5	545.5	0	33.7	43.287	3.902	NA	1.886	NA	-45	167.005
201	2	23	885.167	548.5	0	11.7	47.301	6.549	NA	4.014	NA	48.366	93.366
202	2	24	886.167	549.167	0	23.3	48.503	7.696	NA	1.202	NA	33.69	-14.676
203	2	25	884.833	548.5	0	24.6	49.994	6.227	NA	1.491	NA	-153.435	172.875
204	2	26	885.5	548.167	0	25.7	50.739	6.799	NA	0.745	NA	-26.565	126.87
205	2	27	885.5	552.167	0	46.7	54.739	8.537	NA	4	NA	90	116.565
206	2	28	887.833	550.167	0	12.9	57.812	9.597	NA	3.073	NA	-40.601	-130.601
207	2	29	889.5	548.833	0	56.9	59.947	10.853	NA	2.134	NA	-38.66	1.941
208	2	30	890.5	550.167	0	111.6	61.613	12.134	NA	1.667	NA	53.13	91.79
209	2	31	889.5	552.5	0	145.2	64.152	12.078	NA	2.539	NA	113.199	60.068
210	2	32	889.5	552.833	0	106.2	64.485	12.238	NA	0.333	NA	90	-23.199
211	2	33	886.833	554.833	0	131.6	67.819	11.314	NA	3.333	NA	143.13	53.13
212	2	34	889.833	550.833	0	21.9	72.819	11.705	NA	5	NA	-53.13	163.74
213	2	35	888.167	550.167	0	31.8	74.614	9.911	NA	1.795	NA	-158.199	-105.068
214	2	36	890.167	553.167	0	28.2	78.219	12.983	NA	3.606	NA	56.31	-145.491
215	2	37	892.5	551.5	0	11.9	81.087	14.441	NA	2.867	NA	-35.538	-91.848
216	2	38	894.833	550.167	0	21.9	83.774	16.344	NA	2.687	NA	-29.745	5.793
217	2	39	895.5	547.833	0	25.9	86.201	16.697	NA	2.427	NA	-74.055	-44.31
218	2	40	897.5	546.833	0	1.2	88.437	18.667	NA	2.236	NA	-26.565	47.49
219	2	41	899.167	550.5	0	11.9	92.465	20.661	NA	4.028	NA	65.556	92.121
220	2	42	900.167	551.5	0	82.9	93.879	21.838	NA	1.414	NA	45	-20.556
221	2	43	902.5	548.833	0	112.9	97.422	23.751	NA	3.543	NA	-48.814	-93.814
222	2	44	901.5	545.833	0	23.5	100.584	22.689	NA	3.162	NA	-108.435	-59.621
223	2	45	899.167	543.5	0	25.4	103.884	20.605	NA	3.3	NA	-135	-26.565
224	2	46	897.833	542.5	0	19.9	105.551	19.488	NA	1.667	NA	-143.13	-8.13
225	2	47	894.167	545.5	0	146.4	110.288	15.391	NA	4.738	NA	140.711	-76.159
226	2	48	894.833	540.833	0	32.4	115.002	17.088	NA	4.714	NA	-81.87	137.42
227	2	49	897.5	538.5	0	31.6	118.546	20.442	NA	3.543	NA	-41.186	40.684
228	2	50	894.833	537.167	0	23.3	121.527	18.693	NA	2.981	NA	-153.435	-112.249
229	2	51	893.167	536.167	0	41	123.471	17.867	NA	1.944	NA	-149.036	4.399
230	2	52	893.833	534.833	0	21.9	124.962	19.209	NA	1.491	NA	-63.435	85.601
231	2	53	895.167	533.833	0	21.9	126.628	20.875	NA	1.667	NA	-36.87	26.565
232	2	54	897.5	532.167	0	0.9	129.496	23.739	NA	2.867	NA	-35.538	1.332
233	2	55	898.833	533.167	0	31.1	131.162	24.223	NA	1.667	NA	36.87	72.408
234	2	56	900.833	534.5	0	17.5	133.566	25.221	NA	2.404	NA	33.69	-3.18
235	2	57	906.167	535.833	0	176.1	139.064	29.464	NA	5.497	NA	14.036	-19.654
236	2	58	903.833	534.167	0	24.5	141.931	28.026	NA	2.867	NA	-144.462	-158.499
237	2	59	905.167	532.833	0	59.3	143.817	29.824	NA	1.886	NA	-45	99.462
238	2	60	907.167	531.5	0	33	146.22	32.216	NA	2.404	NA	-33.69	11.31
239	2	61	909.5	529.833	0	29.1	149.088	35.063	NA	2.867	NA	-35.538	-1.848
240	2	62	914.167	533.167	0	67.5	154.823	37.884	NA	5.735	NA	35.538	71.075
241	2	63	914.167	529.833	0	26.7	158.156	39.21	NA	3.333	NA	-90	-125.538
242	2	64	910.833	526.5	0	23.3	162.87	37.914	NA	4.714	NA	-135	-45
243	2	65	907.833	530.5	0	38.5	167.87	33.283	NA	5	NA	126.87	-98.13
244	2	66	910.167	529.5	0	25.6	170.409	35.808	NA	2.539	NA	-23.199	-150.068
245	2	67	910.167	534.833	0	22.1	175.742	33.553	NA	5.333	NA	90	113.199
246	2	68	907.167	535.167	0	18.4	178.76	30.641	NA	3.018	NA	173.66	83.66
247	2	69	904.167	535.167	0	24.3	181.76	27.891	NA	3	NA	180	6.34
248	2	70	905.5	533.833	0	35.9	183.646	29.667	NA	1.886	NA	-45	135
249	2	71	905.5	533.833	0	36.9	183.646	29.667	NA	0	NA	0	45
250	2	72	908.5	535.167	0	38.5	186.929	31.878	NA	3.283	NA	23.962	23.962
251	2	73	916.5	537.833	0	145.8	195.362	38.727	NA	8.433	NA	18.435	-5.528
252	2	74	916.833	534.833	0	23.3	198.38	39.85	NA	3.018	NA	-83.66	-102.095
253	2	75	919.167	532.167	0	24.5	201.924	42.917	NA	3.543	NA	-48.814	34.846
254	2	76	923.833	529.833	0	2.3	207.141	48.104	NA	5.217	NA	-26.565	22.249
255	2	77	928.5	531.833	0	163.1	212.218	51.882	NA	5.077	NA	23.199	49.764
256	2	78	927.5	531.833	0	23.3	213.218	50.926	NA	1	NA	180	156.801
257	2	79	929.167	528.833	0	19.7	216.65	53.455	NA	3.432	NA	-60.945	119.055
258	2	80	928.833	525.833	0	20	219.669	54.231	NA	3.018	NA	-96.34	-35.395
259	2	81	926.833	526.5	0	28.9	221.777	52.129	NA	2.108	NA	161.565	-102.095
260	2	82	922.833	527.167	0	59.3	225.832	48.195	NA	4.055	NA	170.538	8.973
261	2	83	918.833	524.167	0	24.5	230.832	45.976	NA	5	NA	-143.13	46.332
262	2	84	920.833	522.5	0	43	233.435	48.54	NA	2.603	NA	-39.806	103.325
263	2	85	921.5	521.5	0	24.5	234.637	49.621	NA	1.202	NA	-56.31	-16.504
264	2	86	916.5	518.5	0	34	240.468	47.133	NA	5.831	NA	-149.036	-92.726
265	2	87	919.5	518.167	0	31.5	243.487	49.755	NA	3.018	NA	-6.34	142.696
266	2	88	921.833	516.167	0	32.6	246.56	52.815	NA	3.073	NA	-40.601	-34.261
267	2	89	924.167	514.167	0	34.9	249.633	55.877	NA	3.073	NA	-40.601	0
268	2	90	927.5	515.5	0	24.2	253.223	57.881	NA	3.59	NA	21.801	62.403
269	2	91	929.833	516.833	0	25.7	255.911	59.169	NA	2.687	NA	29.745	7.943
270	2	92	933.833	516.5	0	25.7	259.924	62.81	NA	4.014	NA	-4.764	-34.509
271	2	93	938.167	518.833	0	9.4	264.846	65.608	NA	4.922	NA	28.301	33.064
272	2	94	941.833	516.833	0	1.2	269.023	69.778	NA	4.177	NA	-28.61	-56.911
273	2	95	943.833	508.833	0	37.3	277.269	75.293	NA	8.246	NA	-75.964	-47.353
274	2	96	944.5	508.5	0	35.7	278.014	76.037	NA	0.745	NA	-26.565	49.399
275	2	97	946.5	509.5	0	15.3	280.25	77.282	NA	2.236	NA	26.565	53.13
276	2	98	943.833	508.5	0	37.3	283.098	75.462	NA	2.848	NA	-159.444	173.991
277	2	99	938.167	510.5	0	42.7	289.108	69.574	NA	6.009	NA	160.56	-39.996
278	2	100	937.833	510.5	0	56.7	289.441	69.29	NA	0.333	NA	180	19.44
279	2	101	934.5	507.833	0	42.7	293.71	67.969	NA	4.269	NA	-141.34	38.66
280	2	102	935.167	507.833	0	37.3	294.376	68.516	NA	0.667	NA	0	141.34
281	2	103	926.833	511.5	0	178.2	303.481	59.602	NA	9.104	NA	156.251	156.251
282	2	104	932.167	512.833	0	10.4	308.978	63.249	NA	5.497	NA	14.036	-142.214
283	2	105	940.167	513.5	0	38.3	317.006	69.806	NA	8.028	NA	4.764	-9.273
284	2	106	948.833	505.167	0	152.4	329.029	81.462	NA	12.023	NA	-43.877	-48.64
285	2	107	947.833	507.167	0	32.5	331.265	79.589	NA	2.236	NA	116.565	160.442
286	2	108	954.167	510.5	0	1.8	338.422	83.637	NA	7.157	NA	27.759	-88.807
287	2	109	959.5	505.833	0	64.9	345.509	90.488	NA	7.087	NA	-41.186	-68.944
288	2	110	959.833	500.167	0	42.8	351.185	93.481	NA	5.676	NA	-86.634	-45.448
289	2	111	957.167	500.833	0	61.9	353.934	90.841	NA	2.749	NA	165.964	-107.403
290	2	112	960.167	498.5	0	40.5	357.735	94.611	NA	3.801	NA	-37.875	156.161
291	2	113	961.833	497.833	0	24.5	359.53	96.385	NA	1.795	NA	-21.801	16.074
292	2	114	966.833	499.167	0	109.3	364.704	100.081	NA	5.175	NA	14.931	36.733
293	2	115	961.5	495.167	0	6.9	371.371	97.484	NA	6.667	NA	-143.13	-158.062
294	2	116	954.833	489.833	0	35.8	379.909	95	NA	8.537	NA	-141.34	1.79
295	2	117	953.167	488.167	0	64.2	382.266	94.695	NA	2.357	NA	-135	6.34
296	2	118	957.833	480.5	0	17.4	391.241	103.156	NA	8.975	NA	-58.671	76.329
297	2	119	950.167	476.833	0	38.2	399.739	99.942	NA	8.498	NA	-154.44	-95.769
298	2	120	953.167	476.5	0	52.2	402.758	102.334	NA	3.018	NA	-6.34	148.1
299	2	121	955.833	476.167	0	75.3	405.445	104.512	NA	2.687	NA	-7.125	-0.785
300	2	122	963.833	476.833	0	33.9	413.473	110.114	NA	8.028	NA	4.764	11.889
301	2	123	969.5	477.5	0	35.2	419.179	114.138	NA	5.706	NA	6.71	1.946
