Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
81	1	81	907.25	686.5	0	64.4	238.962	88.765	NA	7.669	NA	-19.026	-25.035
82	1	82	908.75	688.75	0	7.4	241.666	91.295	NA	2.704	NA	56.31	75.336
83	1	83	905.5	690.75	0	50.4	245.482	89.907	NA	3.816	NA	148.392	92.083
84	1	84	899.25	690.5	0	24.6	251.737	84.919	NA	6.255	NA	-177.709	33.898
85	1	85	893.5	692.75	0	23	257.912	82.205	NA	6.175	NA	158.629	-23.661
86	1	86	887	692.5	0	24.2	264.416	77.514	NA	6.505	NA	-177.797	23.573
87	1	87	878.5	695.25	0	50	273.35	74.275	NA	8.934	NA	162.072	-20.131
88	1	88	881	695	0	30	275.863	75.574	NA	2.512	NA	-5.711	-167.783
89	1	89	891	696.25	0	2.6	285.94	82.981	NA	10.078	NA	7.125	12.836
90	1	90	894	699.25	0	16	290.183	87.22	NA	4.243	NA	45	37.875
91	1	91	905.5	704.25	0	32.9	302.723	98.825	NA	12.54	NA	23.499	-21.501
92	1	92	920.25	707.25	0	60.9	317.775	111.768	NA	15.052	NA	11.497	-12.002
93	1	93	922.833	714.167	0	58.3	325.158	118.258	NA	7.383	NA	69.52	58.023
94	1	94	912.833	721.5	0	158.5	337.559	116.351	NA	12.401	NA	143.746	74.227
95	1	95	903.167	721.167	0	18.5	347.231	109.843	NA	9.672	NA	-178.025	38.229
96	1	96	891.167	722.833	0	17.6	359.347	104.206	NA	12.115	NA	172.093	-9.882
97	1	97	886.5	729.167	0	53.6	367.214	107.263	NA	7.867	NA	126.384	-45.708
98	1	98	890.167	732.167	0	31.2	371.951	111.673	NA	4.738	NA	39.289	-87.095
99	1	99	899.833	738.5	0	11.9	383.508	122.077	NA	11.557	NA	33.232	-6.058
100	1	100	909.167	750.167	0	115.3	398.448	136.932	NA	14.941	NA	51.34	18.108
101	1	101	911.833	750.167	0	24.2	401.115	138.398	NA	2.667	NA	0	-51.34
102	1	102	918.833	753.833	0	32.9	409.017	145.388	NA	7.902	NA	27.646	27.646
103	1	103	923.5	755.167	0	24.2	413.871	149.204	NA	4.853	NA	15.945	-11.701
104	1	104	927.5	757.5	0	43.9	418.501	153.468	NA	4.631	NA	30.256	14.311
105	1	105	925.833	754.167	0	33.9	422.228	149.807	NA	3.727	NA	-116.565	-146.821
106	1	106	929.5	759.833	0	65.2	428.978	156.536	NA	6.749	NA	57.095	173.66
107	1	107	934.167	761.167	0	68.9	433.831	160.447	NA	4.853	NA	15.945	-41.149
108	1	108	947.5	764.833	0	26.9	447.659	171.777	NA	13.828	NA	15.376	-0.569
109	1	109	957.833	766.167	0	23.2	458.078	179.694	NA	10.419	NA	7.352	-8.024
110	1	110	964.5	766.167	0	14.2	464.745	184.322	NA	6.667	NA	0	-7.352
111	1	111	961.5	761.167	0	49.9	470.576	178.663	NA	5.831	NA	-120.964	-120.964
112	1	112	956.167	770.167	0	16.2	481.038	181.512	NA	10.462	NA	120.651	-118.386
113	1	113	948.833	767.167	0	32.9	488.961	174.413	NA	7.923	NA	-157.751	81.598
114	1	114	936.167	773.5	0	14.2	503.123	171.478	NA	14.162	NA	153.435	-48.814
115	1	115	921.5	768.167	0	152.4	518.729	158.745	NA	15.606	NA	-160.017	46.548
116	1	116	927.5	775.5	0	8.2	528.204	168.168	NA	9.475	NA	50.711	-149.273
117	1	117	944.167	775.833	0	31.2	544.874	178.16	NA	16.67	NA	1.146	-49.565
118	1	118	953.5	780.5	0	22.2	555.309	187.626	NA	10.435	NA	26.565	25.419
119	1	119	970.167	785.167	0	20.9	572.617	202.028	NA	17.308	NA	15.642	-10.923
120	1	120	993.167	794.5	0	16.2	597.438	224.625	NA	24.822	NA	22.087	6.445
121	1	121	1009.5	796.833	0	19.7	613.937	238.001	NA	16.499	NA	8.13	-13.957
122	1	122	1010.167	799.833	0	88.6	617.011	240.535	NA	3.073	NA	77.471	69.341
123	1	123	998.167	802.5	0	12.7	629.303	233.834	NA	12.293	NA	167.471	90
124	1	124	996	814	0	15	641.006	240.741	NA	11.702	NA	100.67	-66.801
125	1	125	974.5	815	0	101	662.529	227.699	NA	21.523	NA	177.337	76.667
126	1	126	977	826	0	0.6	673.809	237.968	NA	11.281	NA	77.196	-100.141
127	1	127	994	832.5	0	15.4	692.01	253.524	NA	18.2	NA	20.925	-56.271
128	1	128	995.5	831.5	0	26.7	693.812	253.694	NA	1.803	NA	-33.69	-54.615
129	1	129	1009	843	0	16	711.547	271.162	NA	17.734	NA	40.426	74.116
130	1	130	1018.5	842.5	0	16.3	721.06	276.985	NA	9.513	NA	-3.013	-43.439
131	1	131	1020	844	0	21.7	723.181	279.102	NA	2.121	NA	45	48.013
132	1	132	1029.5	844	0	16.3	732.681	285.493	NA	9.5	NA	0	-45
133	1	133	1031	840	0	12.7	736.953	283.616	NA	4.272	NA	-69.444	-69.444
134	1	134	1042.5	842.5	0	103.7	748.722	293.449	NA	11.769	NA	12.265	81.709
135	1	135	1039	840.5	0	32.7	752.753	289.561	NA	4.031	NA	-150.255	-162.52
136	1	137	1037	835.5	0	23	758.138	284.613	NA	5.385	NA	-111.801	38.454
137	2	1	833.5	528.5	0	16.3	0	0	NA	NA	NA	NA	NA
138	2	2	833.5	527.25	0	29	1.25	1.25	NA	1.25	NA	-90	NA
139	2	3	831.75	526	0	36	3.401	3.052	NA	2.151	NA	-144.462	-54.462
140	2	4	833.25	526.25	0	30	4.921	2.264	NA	1.521	NA	9.462	153.925
141	2	5	833.5	526.75	0	23	5.48	1.75	NA	0.559	NA	63.435	53.973
142	2	6	832.75	526.5	0	37	6.271	2.136	NA	0.791	NA	-161.565	135
143	2	7	832.5	527	0	33.7	6.83	1.803	NA	0.559	NA	116.565	-81.87
144	2	8	833	527	0	23	7.33	1.581	NA	0.5	NA	0	-116.565
145	2	9	833	527.5	0	30.1	7.83	1.118	NA	0.5	NA	90	90
146	2	10	832.25	527	0	60.7	8.731	1.953	NA	0.901	NA	-146.31	123.69
147	2	11	833.75	525	0	29	11.231	3.509	NA	2.5	NA	-53.13	93.18
148	2	12	832.5	526.5	0	25.5	13.184	2.236	NA	1.953	NA	129.806	-177.064
149	2	13	832.25	525.25	0	31.6	14.459	3.482	NA	1.275	NA	-101.31	128.884
150	2	14	831.75	524.5	0	24.6	15.36	4.366	NA	0.901	NA	-123.69	-22.38
151	2	15	831.75	525.25	0	30.2	16.11	3.691	NA	0.75	NA	90	-146.31
152	2	16	832.5	526	0	43	17.171	2.693	NA	1.061	NA	45	-45
153	2	17	833.75	525.25	0	29.2	18.628	3.26	NA	1.458	NA	-30.964	-75.964
154	2	18	833	528	0	16.3	21.479	0.707	NA	2.85	NA	105.255	136.219
155	2	19	834.25	524	0	26.9	25.67	4.562	NA	4.191	NA	-72.646	-177.901
156	2	20	833.25	521.5	0	37	28.362	7.004	NA	2.693	NA	-111.801	-39.155
157	2	21	834.75	522.25	0	35.2	30.039	6.374	NA	1.677	NA	26.565	138.366
158	2	22	835.75	522.25	0	32.3	31.039	6.643	NA	1	NA	0	-26.565
159	2	23	837.5	520.25	0	5.9	33.697	9.169	NA	2.658	NA	-48.814	-48.814
160	2	24	839.25	521	0	10.6	35.601	9.451	NA	1.904	NA	23.199	72.013
161	2	25	838.75	523.25	0	30	37.906	7.425	NA	2.305	NA	102.529	79.33
162	2	26	839.25	521.5	0	37	39.726	9.059	NA	1.82	NA	-74.055	-176.583
163	2	27	841	522	0	19.9	41.546	9.925	NA	1.82	NA	15.945	90
164	2	28	842.25	521.5	0	15.9	42.892	11.205	NA	1.346	NA	-21.801	-37.747
165	2	29	842.25	523.5	0	9.2	44.892	10.078	NA	2	NA	90	111.801
166	2	30	842.75	522.5	0	16.2	46.01	11.026	NA	1.118	NA	-63.435	-153.435
167	2	31	842.5	522	0	44.3	46.569	11.102	NA	0.559	NA	-116.565	-53.13
168	2	32	848.5	523.5	0	60.4	52.754	15.811	NA	6.185	NA	14.036	130.601
169	2	33	848.5	524.25	0	19.7	53.504	15.59	NA	0.75	NA	90	75.964
170	2	34	848.5	525.5	0	23.1	54.754	15.297	NA	1.25	NA	90	0
171	2	35	849.5	526.25	0	23.3	56.004	16.157	NA	1.25	NA	36.87	-53.13
172	2	36	847.75	525.75	0	32.8	57.824	14.513	NA	1.82	NA	-164.055	159.075
173	2	37	848.5	528.5	0	29	60.674	15	NA	2.85	NA	74.745	-121.201
174	2	38	845.75	530	0	36.1	63.807	12.341	NA	3.132	NA	151.39	76.645
175	2	39	846.75	529.5	0	29.3	64.925	13.288	NA	1.118	NA	-26.565	-177.955
176	2	40	845.25	531	0	58.3	67.046	12.013	NA	2.121	NA	135	161.565
177	2	41	845	533.75	0	31.1	69.807	12.642	NA	2.761	NA	95.194	-39.806
178	2	42	842.75	535	0	32.8	72.381	11.305	NA	2.574	NA	150.945	55.751
179	2	43	841	535	0	51.1	74.131	9.925	NA	1.75	NA	180	29.055
180	2	44	838	537.25	0	4.8	77.881	9.839	NA	3.75	NA	143.13	-36.87
181	2	45	840.25	535.25	0	45.1	80.892	9.546	NA	3.01	NA	-41.634	175.236
182	2	46	845.25	536.25	0	13.1	85.991	14.076	NA	5.099	NA	11.31	52.943
183	2	47	848	535.25	0	25.4	88.917	15.994	NA	2.926	NA	-19.983	-31.293
184	2	48	851.25	534.5	0	25.4	92.252	18.737	NA	3.335	NA	-12.995	6.988
185	2	49	855	533.5	0	32.4	96.133	22.074	NA	3.881	NA	-14.931	-1.937
186	2	50	856.75	535.5	0	17.1	98.791	24.281	NA	2.658	NA	48.814	63.745
187	2	51	859	533.5	0	23.3	101.801	25.986	NA	3.01	NA	-41.634	-90.448
188	2	52	857.25	533.75	0	27.1	103.569	24.323	NA	1.768	NA	171.87	-146.497
189	2	53	857	532	0	32.4	105.337	23.759	NA	1.768	NA	-98.13	90
190	2	54	854	533.25	0	59.3	108.587	21.043	NA	3.25	NA	157.38	-104.49
191	2	55	849.5	531	0	23.5	113.618	16.194	NA	5.031	NA	-153.435	49.185
192	2	56	849.5	529.5	0	50.1	115.118	16.031	NA	1.5	NA	-90	63.435
193	2	57	850.25	528.75	0	45.3	116.179	16.752	NA	1.061	NA	-45	45
194	2	58	851.5	528.5	0	33.7	117.453	18	NA	1.275	NA	-11.31	33.69
195	2	59	852.25	527.5	0	26.7	118.703	18.777	NA	1.25	NA	-53.13	-41.82
196	2	60	852.75	524.25	0	32.4	121.992	19.714	NA	3.288	NA	-81.254	-28.124
197	2	61	854.25	524.25	0	47.9	123.492	21.181	NA	1.5	NA	0	81.254
198	2	62	857.25	524.25	0	51	126.492	24.127	NA	3	NA	0	0
199	2	63	859.25	522.25	0	44.3	129.32	26.498	NA	2.828	NA	-45	-45
200	2	64	862	520	0	44.2	132.873	29.741	NA	3.553	NA	-39.289	5.711
201	2	65	871	519.5	0	74.6	141.887	38.565	NA	9.014	NA	-3.18	36.11
202	2	66	871.25	519	0	31.6	142.446	38.927	NA	0.559	NA	-63.435	-60.255
203	2	67	870.25	516.5	0	31.2	145.139	38.66	NA	2.693	NA	-111.801	-48.366
204	2	68	867.25	520.75	0	66.2	150.341	34.628	NA	5.202	NA	125.218	-122.981
205	2	69	864	520	0	46.9	153.676	31.662	NA	3.335	NA	-167.005	67.777
206	2	70	861	520.75	0	45.6	156.768	28.571	NA	3.092	NA	165.964	-27.031
207	2	71	857	522.5	0	11.5	161.135	24.254	NA	4.366	NA	156.371	-9.593
208	2	72	859	524.5	0	52.2	163.963	25.812	NA	2.828	NA	45	-111.371
209	2	73	861.5	528	0	25.7	168.264	28.004	NA	4.301	NA	54.462	9.462
210	2	74	863.75	526	0	37.2	171.275	30.353	NA	3.01	NA	-41.634	-96.096
211	2	75	867	523.5	0	53.7	175.375	33.871	NA	4.1	NA	-37.569	4.065
212	2	76	872.25	524.25	0	50	180.678	38.982	NA	5.303	NA	8.13	45.699
213	2	77	880.75	521	0	36.2	189.778	47.842	NA	9.1	NA	-20.925	-29.055
214	2	78	883.25	521.5	0	39.6	192.328	50.24	NA	2.55	NA	11.31	32.234
215	2	79	887	523.25	0	16.2	196.466	53.757	NA	4.138	NA	25.017	13.707
216	2	80	889	520.75	0	10.2	199.668	56.038	NA	3.202	NA	-51.34	-76.357
217	2	81	889.25	517.75	0	29.2	202.678	56.777	NA	3.01	NA	-85.236	-33.896
218	2	82	886.25	516	0	51	206.151	54.211	NA	3.473	NA	-149.744	-64.507
219	2	83	882	514	0	40.7	210.848	50.621	NA	4.697	NA	-154.799	-5.055
220	2	84	879.75	511.75	0	37	214.03	49.19	NA	3.182	NA	-135	19.799
221	2	85	879.5	508.5	0	39.6	217.29	50.16	NA	3.26	NA	-94.399	40.601
222	2	86	877.75	508.25	0	44	219.058	48.663	NA	1.768	NA	-171.87	-77.471
223	2	87	882	504	0	32.6	225.068	54.337	NA	6.01	NA	-45	126.87
224	2	88	886	507.5	0	11.3	230.383	56.544	NA	5.315	NA	41.186	86.186
225	2	89	891.25	509.75	0	49.9	236.095	60.718	NA	5.712	NA	23.199	-17.987
226	2	90	893.75	507.25	0	22.2	239.63	63.888	NA	3.536	NA	-45	-68.199
227	2	91	897.5	505.25	0	35.8	243.88	68.092	NA	4.25	NA	-28.072	16.928
228	2	92	902	508.25	0	54.5	249.289	71.43	NA	5.408	NA	33.69	61.763
229	2	93	906	511	0	73.4	254.143	74.582	NA	4.854	NA	34.509	0.818
230	2	94	911.5	512.25	0	32.5	259.783	79.675	NA	5.64	NA	12.804	-21.704
231	2	95	917.5	512.5	0	63.8	265.788	85.51	NA	6.005	NA	2.386	-10.418
232	2	96	910.25	508.75	0	42.8	273.951	79.25	NA	8.162	NA	-152.65	-155.036
233	2	97	901.75	514.75	0	10.6	284.355	69.621	NA	10.404	NA	144.782	-62.567
234	2	98	901.75	516.75	0	26.9	286.355	69.254	NA	2	NA	90	-54.782
235	2	99	903.25	518.75	0	45.4	288.855	70.428	NA	2.5	NA	53.13	-36.87
236	2	100	900.5	525	0	40.5	295.683	67.091	NA	6.828	NA	113.749	60.619
237	2	101	898.75	524.75	0	39.5	297.451	65.358	NA	1.768	NA	-171.87	74.381
238	2	102	903	524.75	0	63.8	301.701	69.601	NA	4.25	NA	0	171.87
239	2	103	910.5	520.5	0	56.8	310.322	77.414	NA	8.62	NA	-29.539	-29.539
240	2	104	923.25	519.25	0	54.5	323.133	90.225	NA	12.811	NA	-5.599	23.939
241	2	105	929.25	513.75	0	45.4	331.272	96.879	NA	8.139	NA	-42.51	-36.911
242	2	106	931.75	514.75	0	44.4	333.965	99.207	NA	2.693	NA	21.801	64.312
243	2	107	940	516.5	0	35.8	342.398	107.174	NA	8.434	NA	11.976	-9.825
244	2	108	939.5	511.833	0	56.8	347.092	107.302	NA	4.693	NA	-96.116	-108.092
245	2	109	940.5	508.5	0	10.5	350.572	108.853	NA	3.48	NA	-73.301	22.815
246	2	110	946.5	510.833	0	66.4	357.009	114.373	NA	6.438	NA	21.251	94.551
247	2	111	948.5	506.5	0	1.4	361.782	117.085	NA	4.773	NA	-65.225	-86.475
248	2	112	944.167	497.167	0	59.4	372.072	115.017	NA	10.29	NA	-114.905	-49.68
249	2	113	939.833	497.167	0	35.8	376.406	110.854	NA	4.333	NA	180	-65.095
250	2	114	936.5	489.167	0	32.5	385.072	110.255	NA	8.667	NA	-112.62	67.38
251	2	115	935.833	485.5	0	29.4	388.799	111.001	NA	3.727	NA	-100.305	12.315
252	2	116	934.5	478.833	0	39.5	395.598	112.551	NA	6.799	NA	-101.31	-1.005
253	2	117	947.167	482.167	0	44.4	408.696	122.747	NA	13.098	NA	14.744	116.053
254	2	118	959.5	478.167	0	89.5	421.661	135.681	NA	12.966	NA	-17.969	-32.713
255	2	119	962.5	471.167	0	63.8	429.277	141.167	NA	7.616	NA	-66.801	-48.832
256	2	120	974.833	469.167	0	30.4	441.772	153.283	NA	12.494	NA	-9.211	57.59
257	2	121	990.5	467.167	0	110.3	457.565	168.555	NA	15.794	NA	-7.275	1.936
258	2	122	1001.5	458.833	0	87.2	471.366	181.872	NA	13.8	NA	-37.147	-29.872
259	2	123	1001.5	457.5	0	61.3	472.699	182.387	NA	1.333	NA	-90	-52.853
260	2	124	1006.25	452.75	0	55.9	479.416	188.628	NA	6.718	NA	-45	45
261	2	125	1012.25	453.25	0	39.3	485.437	193.944	NA	6.021	NA	4.764	49.764
262	2	126	1011.5	439.25	0	52.2	499.457	199.122	NA	14.02	NA	-93.066	-97.83
263	2	127	998	437.5	0	47.9	513.07	187.993	NA	13.613	NA	-172.614	-79.547
264	2	128	995.5	441.25	0	57.2	517.577	184.002	NA	4.507	NA	123.69	-63.696
265	2	129	991.75	435.75	0	32.3	524.234	183.427	NA	6.657	NA	-124.287	112.023
266	2	130	999.75	430.5	0	93.2	533.803	192.985	NA	9.569	NA	-33.275	91.012
267	2	131	1005	416.75	0	79.4	548.521	204.696	NA	14.718	NA	-69.102	-35.827
268	2	132	1013.75	423.25	0	30.2	559.421	208.729	NA	10.9	NA	36.607	105.709
269	2	133	1022.25	411	0	52.2	574.331	222.335	NA	14.91	NA	-55.244	-91.851
270	2	134	1042.5	400.75	0	41.9	597.028	244.951	NA	22.696	NA	-26.847	28.397
271	2	135	1024.833	397.5	0	39.7	614.991	231.882	NA	17.963	NA	-169.576	-142.729
272	2	137	1034.167	398.167	0	45.4	624.348	239.278	NA	9.357	NA	4.086	173.662
