Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
305	2	119	819.5	463.5	0	135.9	518.161	129.678	NA	12.51	NA	-2.291	6.682
306	2	120	824	463.5	0	59.6	522.661	132.976	NA	4.5	NA	0	2.291
307	2	121	823.5	456	0	29.8	530.178	137.77	NA	7.517	NA	-93.814	-93.814
308	2	122	836.5	462.5	0	134.9	544.712	143.112	NA	14.534	NA	26.565	120.379
309	2	123	839.5	457	0	7.2	550.977	148.93	NA	6.265	NA	-61.39	-87.955
310	2	124	838.5	451.5	0	32.8	556.567	151.781	NA	5.59	NA	-100.305	-38.915
311	2	125	834.5	453	0	57.8	560.839	147.81	NA	4.272	NA	159.444	-100.251
312	2	126	831.5	458	0	86.4	566.67	142.23	NA	5.831	NA	120.964	-38.48
313	2	127	834.5	461	0	66.4	570.913	142.528	NA	4.243	NA	45	-75.964
314	2	128	835.5	463	0	56.8	573.149	142.021	NA	2.236	NA	63.435	18.435
315	2	129	838	459	0	25.6	577.866	146.496	NA	4.717	NA	-57.995	-121.43
316	2	130	835	452.5	0	25.4	585.025	148.516	NA	7.159	NA	-114.775	-56.781
317	2	131	826	456.5	0	97.8	594.874	139.213	NA	9.849	NA	156.038	-89.187
318	2	132	823.5	459	0	42.8	598.409	135.679	NA	3.536	NA	135	-21.038
319	2	133	828	462	0	38	603.818	136.956	NA	5.408	NA	33.69	-101.31
320	2	134	840	464	0	43	615.983	144.919	NA	12.166	NA	9.462	-24.228
321	2	135	846	465.5	0	53.4	622.168	148.82	NA	6.185	NA	14.036	4.574
322	2	136	860	457.5	0	50.2	638.292	164.86	NA	16.125	NA	-29.745	-43.781
323	2	137	866	455	0	73.4	644.792	171.206	NA	6.5	NA	-22.62	7.125
324	2	138	872.5	450.5	0	32.8	652.698	179.112	NA	7.906	NA	-34.695	-12.075
325	2	139	878.5	457.5	0	38.4	661.918	180.27	NA	9.22	NA	49.399	84.094
326	2	140	904.5	453.5	0	107.4	688.224	204.715	NA	26.306	NA	-8.746	-58.145
327	2	141	889.5	448.5	0	12.9	704.035	194.374	NA	15.811	NA	-161.565	-152.819
328	2	142	878.5	445.5	0	73.4	715.437	186.894	NA	11.402	NA	-164.745	-3.18
329	2	143	874	438.5	0	85.8	723.758	187.415	NA	8.322	NA	-122.735	42.01
330	2	144	874	435	0	73.4	727.258	189.57	NA	3.5	NA	-90	32.735
331	2	145	884	433	0	29.4	737.456	198.701	NA	10.198	NA	-11.31	78.69
332	2	146	881	430	0	93.8	741.699	198.162	NA	4.243	NA	-135	-123.69
333	2	147	873.5	426.5	0	29.8	749.976	194.587	NA	8.276	NA	-154.983	-19.983
334	2	148	873.5	418.5	0	47.8	757.976	199.874	NA	8	NA	-90	64.983
335	2	149	878	416	0	31.4	763.123	204.889	NA	5.148	NA	-29.055	60.945
336	2	150	888	419	0	43.2	773.564	210.517	NA	10.44	NA	16.699	45.754
337	2	151	896	419.5	0	108.3	781.579	216.444	NA	8.016	NA	3.576	-13.123
338	2	152	907.5	411.5	0	68.7	795.588	230.432	NA	14.009	NA	-34.824	-38.401
339	2	153	912	404	0	51.2	804.335	238.608	NA	8.746	NA	-59.036	-24.212
340	2	154	933	403.5	0	60.7	825.341	255.65	NA	21.006	NA	-1.364	57.672
341	2	155	935	393.5	0	40.9	835.539	263.206	NA	10.198	NA	-78.69	-77.326
342	2	156	949.5	397	0	57.9	850.455	272.874	NA	14.916	NA	13.57	92.261
343	2	157	959	403	0	17.2	861.691	277.439	NA	11.236	NA	32.276	18.705
344	2	158	963	391.5	0	45.2	873.867	287.114	NA	12.176	NA	-70.821	-103.097
345	2	159	965	382.5	0	36.9	883.086	293.894	NA	9.22	NA	-77.471	-6.65
346	2	160	957.5	386.5	0	60.3	891.586	285.466	NA	8.5	NA	151.928	-130.601
347	2	161	967	391	0	57.2	902.098	290.71	NA	10.512	NA	25.346	-126.581
348	2	162	971.5	388	0	42.9	907.507	296.118	NA	5.408	NA	-33.69	-59.036
349	2	163	973.5	380.5	0	77.7	915.269	301.998	NA	7.762	NA	-75.069	-41.379
350	2	164	962.5	375.5	0	32.3	927.352	296	NA	12.083	NA	-155.556	-80.487
351	2	165	956	374.5	0	68.9	933.928	291.433	NA	6.576	NA	-171.254	-15.698
352	2	166	955.5	380	0	38.5	939.451	287.7	NA	5.523	NA	95.194	-93.552
353	2	167	971	373	0	60.3	956.458	304.319	NA	17.007	NA	-24.305	-119.499
354	2	168	987.5	375	0	35.9	973.079	316.652	NA	16.621	NA	6.911	31.216
355	2	169	998	371	0	39.3	984.315	327.597	NA	11.236	NA	-20.854	-27.766
356	2	170	1008.833	349.5	0	35.8	1008.39	348.744	NA	24.075	NA	-63.258	-42.403
357	2	171	1015.5	358.167	0	66.2	1019.324	349.278	NA	10.934	NA	52.431	115.689
358	2	172	1052.167	346.167	0	47.9	1057.905	386.552	NA	38.58	NA	-18.122	-70.553
359	2	173	1068.167	347.5	0	111.9	1073.96	399.477	NA	16.055	NA	4.764	22.886
360	2	174	1067.5	323.5	0	53.5	1097.97	411.774	NA	24.009	NA	-91.591	-96.355
361	2	175	1078.833	330.167	0	42.8	1111.118	417.642	NA	13.149	NA	30.466	122.057
362	2	176	1090.833	322.833	0	58.1	1125.182	431.704	NA	14.063	NA	-31.43	-61.895
363	2	177	1081.5	318.167	0	54.5	1135.617	426.385	NA	10.435	NA	-153.435	-122.005
364	2	178	1077.5	303.5	0	18.9	1150.819	431.36	NA	15.202	NA	-105.255	48.18
365	2	179	1092.833	296.167	0	101.4	1167.816	448.12	NA	16.997	NA	-25.56	79.695
366	2	180	1101	288	0	35.8	1179.365	459.496	NA	11.549	NA	-45	-19.44
367	2	181	1096	275	0	53.7	1193.293	463.1	NA	13.928	NA	-111.038	-66.038
368	2	182	1084	266	0	66.6	1208.293	459.125	NA	15	NA	-143.13	-32.093
369	2	183	1076	256	0	57.7	1221.1	459.304	NA	12.806	NA	-128.66	14.47
370	2	184	1087	246	0	67.7	1235.966	474.161	NA	14.866	NA	-42.274	86.386
371	2	185	1100	262	0	57.7	1256.581	474.167	NA	20.616	NA	50.906	93.18
372	2	186	1090	259	0	125.7	1267.022	468.186	NA	10.44	NA	-163.301	145.793
