Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
95	1	95	978	808	0	50.7	628.958	233.106	NA	24.698	NA	121.759	61.828
96	1	96	930	825	0	90.5	679.88	208.903	NA	50.922	NA	160.498	38.738
97	1	97	888.5	828.5	0	103.4	721.527	186.775	NA	41.647	NA	175.179	14.682
98	1	98	877.5	837.5	0	48.1	735.74	189.19	NA	14.213	NA	140.711	-34.469
99	1	99	891	849	0	45.4	753.474	205.719	NA	17.734	NA	40.426	-100.285
100	1	100	919.5	866.5	0	101.4	786.918	235.478	NA	33.444	NA	31.551	-8.875
101	1	101	938	879.5	0	59.4	809.529	256.625	NA	22.611	NA	35.096	3.544
102	1	102	979.5	900	0	58.1	855.816	298.079	NA	46.287	NA	26.288	-8.808
103	1	103	1000.5	914.167	0	33.5	881.148	322.431	NA	25.332	NA	34.004	7.715
104	1	104	1019.833	932.167	0	43.1	907.563	348.694	NA	26.415	NA	42.955	8.951
105	1	105	1027.833	942.167	0	65	920.37	361.489	NA	12.806	NA	51.34	8.386
106	1	106	1036.5	953.5	0	45	934.637	375.729	NA	14.267	NA	52.595	1.254
107	1	107	1057.833	963.5	0	50	958.198	397.37	NA	23.561	NA	25.115	-27.48
108	1	108	1089.167	971.5	0	42.8	990.536	424.742	NA	32.338	NA	14.323	-10.792
109	1	109	1151.833	994.833	0	91	1057.406	486.213	NA	66.87	NA	20.422	6.1
110	1	110	1212.5	1015.5	0	109	1121.496	545.711	NA	64.09	NA	18.812	-1.61
111	1	111	1228.5	1035.5	0	38.4	1147.108	570.789	NA	25.612	NA	51.34	32.528
112	1	112	1232.5	1047.5	0	66	1159.758	581.591	NA	12.649	NA	71.565	20.225
113	1	113	1215.167	1064.167	0	51.2	1183.804	579.744	NA	24.046	NA	136.123	64.558
114	1	114	1226.5	1064.167	0	71	1195.137	588.097	NA	11.333	NA	0	-136.123
115	1	115	1225.167	1065.5	0	67.4	1197.023	588.006	NA	1.886	NA	135	135
116	2	1	792.833	554.833	0	31.4	0	0	NA	NA	NA	NA	NA
117	2	2	792.5	553.167	0	30.4	1.7	1.7	NA	1.7	NA	-101.31	NA
118	2	3	794.167	553.5	0	30	3.399	1.886	NA	1.7	NA	11.31	112.62
119	2	4	792.5	553.833	0	43	5.099	1.054	NA	1.7	NA	168.69	157.38
120	2	5	794.833	550.833	0	24.6	8.9	4.472	NA	3.801	NA	-52.125	139.185
121	2	6	794.833	552.5	0	30.4	10.566	3.073	NA	1.667	NA	90	142.125
122	2	7	793.833	553.833	0	24.4	12.233	1.414	NA	1.667	NA	126.87	36.87
123	2	8	794.833	550.5	0	24.4	15.713	4.773	NA	3.48	NA	-73.301	159.829
124	2	9	794.833	553.5	0	18.8	18.713	2.404	NA	3	NA	90	163.301
125	2	10	793.833	551.167	0	24.4	21.252	3.801	NA	2.539	NA	-113.199	156.801
126	2	11	792.5	549.167	0	23.4	23.655	5.676	NA	2.404	NA	-123.69	-10.491
127	2	12	792.5	549.167	0	23.4	23.655	5.676	NA	0	NA	0	123.69
128	2	13	793.5	551.167	0	26	25.891	3.727	NA	2.236	NA	63.435	63.435
129	2	14	792.5	551.5	0	37.4	26.945	3.35	NA	1.054	NA	161.565	98.13
130	2	15	791.167	551.167	0	29.4	28.32	4.028	NA	1.374	NA	-165.964	32.471
131	2	16	792.167	552.833	0	37.4	30.264	2.108	NA	1.944	NA	59.036	-135
132	2	17	792.167	552.833	0	30.4	30.264	2.108	NA	0	NA	0	-59.036
133	2	18	793.5	551.5	0	30.4	32.149	3.399	NA	1.886	NA	-45	-45
134	2	19	794.5	554.167	0	26.8	34.997	1.795	NA	2.848	NA	69.444	114.444
135	2	20	793.5	554.5	0	19.8	36.051	0.745	NA	1.054	NA	161.565	92.121
136	2	21	792.167	552.5	0	22.4	38.455	2.427	NA	2.404	NA	-123.69	74.745
137	2	22	795.833	554.5	0	11.8	42.632	3.018	NA	4.177	NA	28.61	152.301
138	2	23	797.5	553.5	0	109.6	44.575	4.853	NA	1.944	NA	-30.964	-59.574
139	2	24	798.167	549.833	0	4.8	48.302	7.311	NA	3.727	NA	-79.695	-48.731
140	2	25	798.167	548.167	0	3.9	49.969	8.537	NA	1.667	NA	-90	-10.305
141	2	26	796.5	547.167	0	24.6	51.912	8.498	NA	1.944	NA	-149.036	-59.036
142	2	27	797.5	546.167	0	24.2	53.327	9.843	NA	1.414	NA	-45	104.036
143	2	28	799.833	546.5	0	19	55.684	10.883	NA	2.357	NA	8.13	53.13
144	2	29	801.5	547.5	0	3.9	57.627	11.353	NA	1.944	NA	30.964	22.834
145	2	30	806.167	545.5	0	29.4	62.704	16.275	NA	5.077	NA	-23.199	-54.162
146	2	31	805.167	546.167	0	16.3	63.906	15.074	NA	1.202	NA	146.31	169.509
147	2	32	805.167	545.167	0	14	64.906	15.67	NA	1	NA	-90	123.69
148	2	33	807.833	548.5	0	78	69.175	16.282	NA	4.269	NA	51.34	141.34
149	2	34	809.167	545.833	0	20	72.156	18.649	NA	2.981	NA	-63.435	-114.775
150	2	35	811.5	545.833	0	10.3	74.49	20.723	NA	2.333	NA	0	63.435
151	2	36	812.833	544.833	0	43	76.156	22.361	NA	1.667	NA	-36.87	-36.87
152	2	37	818.167	544.167	0	9.3	81.531	27.487	NA	5.375	NA	-7.125	29.745
153	2	38	823.833	543.167	0	137.4	87.285	33.123	NA	5.754	NA	-10.008	-2.883
154	2	39	822.167	543.5	0	29.2	88.985	31.447	NA	1.7	NA	168.69	178.698
155	2	40	826.833	538.5	0	44.3	95.825	37.72	NA	6.839	NA	-46.975	144.335
156	2	41	825.833	538.167	0	5.6	96.879	36.97	NA	1.054	NA	-161.565	-114.59
157	2	42	824.5	541.5	0	20.2	100.469	34.359	NA	3.59	NA	111.801	-86.634
158	2	43	824.833	545.167	0	15.2	104.151	33.428	NA	3.682	NA	84.806	-26.996
159	2	44	821.167	547.833	0	19	108.684	29.185	NA	4.534	NA	143.973	59.167
160	2	45	819.833	549.5	0	17.6	110.819	27.522	NA	2.134	NA	128.66	-15.313
161	2	46	817.5	552.5	0	26.6	114.619	24.777	NA	3.801	NA	127.875	-0.785
162	2	47	816.5	553.167	0	16.5	115.821	23.725	NA	1.202	NA	146.31	18.435
163	2	48	815.833	552.5	0	26.8	116.764	23.118	NA	0.943	NA	-135	78.69
164	2	49	814.5	552.5	0	54.4	118.097	21.792	NA	1.333	NA	180	-45
165	2	50	816.167	550.5	0	27.9	120.701	23.732	NA	2.603	NA	-50.194	129.806
166	2	51	820.5	554.5	0	22.3	126.598	27.669	NA	5.897	NA	42.709	92.904
167	2	52	828.167	553.833	0	8.5	134.294	35.347	NA	7.696	NA	-4.97	-47.679
168	2	53	835.833	550.167	0	42.9	142.792	43.252	NA	8.498	NA	-25.56	-20.59
169	2	54	836.167	549.5	0	17.6	143.537	43.66	NA	0.745	NA	-63.435	-37.875
170	2	55	839.833	552.167	0	39.6	148.071	47.076	NA	4.534	NA	36.027	99.462
171	2	56	837.5	547.5	0	16.3	153.289	45.265	NA	5.217	NA	-116.565	-152.592
172	2	57	827.833	542.833	0	31.4	164.023	37	NA	10.734	NA	-154.231	-37.666
173	2	58	824.833	539.167	0	32.6	168.76	35.629	NA	4.738	NA	-129.289	24.941
174	2	59	823.5	537.5	0	50.3	170.895	35.226	NA	2.134	NA	-128.66	0.63
175	2	60	824.5	535.167	0	33.7	173.433	37.277	NA	2.539	NA	-66.801	61.858
176	2	61	824.5	537.833	0	19.9	176.1	35.941	NA	2.667	NA	90	156.801
177	2	62	826.5	534.5	0	17.5	179.987	39.331	NA	3.887	NA	-59.036	-149.036
178	2	63	829.833	531.167	0	22.9	184.701	43.922	NA	4.714	NA	-45	14.036
179	2	64	836.167	532.167	0	28.9	191.113	48.904	NA	6.412	NA	8.973	53.973
180	2	65	843.5	525.5	0	24.4	201.024	58.545	NA	9.911	NA	-42.274	-51.246
181	2	66	847.833	527.5	0	18.2	205.796	61.418	NA	4.773	NA	24.775	67.049
182	2	67	858.833	518.5	0	121.9	220.009	75.34	NA	14.213	NA	-39.289	-64.065
183	2	68	863.167	518.5	0	105.9	224.342	79.164	NA	4.333	NA	0	39.289
184	2	69	866.167	523.833	0	37	230.462	79.616	NA	6.119	NA	60.642	60.642
185	2	70	864.833	522.167	0	16.1	232.596	79.064	NA	2.134	NA	-128.66	170.698
186	2	71	860.5	528.5	0	4.2	240.27	72.61	NA	7.674	NA	124.38	-106.96
187	2	72	849.833	533.833	0	54.2	252.196	60.745	NA	11.926	NA	153.435	29.055
188	2	73	848.167	536.833	0	125.5	255.628	58.187	NA	3.432	NA	119.055	-34.38
189	2	74	850.167	533.833	0	57.1	259.233	61.058	NA	3.606	NA	-56.31	-175.365
190	2	75	853.5	531.167	0	36.2	263.502	65.12	NA	4.269	NA	-38.66	17.65
191	2	76	859.167	534.833	0	70.8	270.251	69.283	NA	6.749	NA	32.905	71.565
192	2	77	871.5	537.167	0	37	282.803	80.626	NA	12.552	NA	10.713	-22.192
193	2	78	884.167	538.167	0	90.7	295.51	92.842	NA	12.706	NA	4.514	-6.199
194	2	79	891.833	538.167	0	135	303.176	100.393	NA	7.667	NA	0	-4.514
195	2	80	894.167	531.5	0	16	310.239	103.985	NA	7.063	NA	-70.71	-70.71
196	2	81	900.167	534.833	0	33.7	317.103	109.181	NA	6.864	NA	29.055	99.765
197	2	82	904.167	530.5	0	66	323	113.961	NA	5.897	NA	-47.291	-76.345
198	2	83	893.5	518.5	0	39.9	339.056	107.023	NA	16.055	NA	-131.634	-84.343
199	2	84	887.167	512.167	0	45.5	348.013	103.534	NA	8.957	NA	-135	-3.366
200	2	85	886.5	511.833	0	29.9	348.758	103.065	NA	0.745	NA	-153.435	-18.435
201	2	86	890.5	507.833	0	22.4	354.415	108.387	NA	5.657	NA	-45	108.435
202	2	87	883.5	508.5	0	31.5	361.446	101.82	NA	7.032	NA	174.56	-140.44
203	2	88	891.167	505.5	0	38.2	369.679	110.015	NA	8.233	NA	-21.371	164.07
204	2	89	909.5	506.5	0	36.7	388.04	126.282	NA	18.361	NA	3.122	24.493
205	2	90	926.167	496.833	0	87.3	407.307	145.402	NA	19.267	NA	-30.114	-33.236
206	2	91	937.833	490.167	0	31.4	420.744	158.766	NA	13.437	NA	-29.745	0.369
207	2	92	951.5	488.5	0	49.8	434.512	171.974	NA	13.768	NA	-6.953	22.792
208	2	93	969.5	481.5	0	38.4	453.825	191.282	NA	19.313	NA	-21.251	-14.298
209	2	94	980.5	483	0	39.8	464.927	200.945	NA	11.102	NA	7.765	29.016
210	2	95	983	494	0	50.8	476.207	199.66	NA	11.281	NA	77.196	69.431
211	2	96	969.5	498.5	0	38.4	490.438	185.431	NA	14.23	NA	161.565	84.369
212	2	97	963.5	500.5	0	50.8	496.762	179.107	NA	6.325	NA	161.565	0
213	2	98	968.5	498	0	36	502.352	184.632	NA	5.59	NA	-26.565	171.87
214	2	99	962.5	489.5	0	80.4	512.757	181.811	NA	10.404	NA	-125.218	-98.653
215	2	100	977.5	499	0	41	530.512	192.923	NA	17.755	NA	32.347	157.565
216	2	101	992	499	0	46.4	545.012	206.845	NA	14.5	NA	0	-32.347
217	2	102	1008.5	502.5	0	51	561.879	221.925	NA	16.867	NA	11.976	11.976
218	2	103	1041	504.5	0	121	594.441	253.22	NA	32.561	NA	3.521	-8.455
219	2	104	1060.5	504	0	45	613.947	272.451	NA	19.506	NA	-1.469	-4.99
220	2	105	1081.5	504	0	48	634.947	293.108	NA	21	NA	0	1.469
221	2	106	1111.5	508.5	0	55	665.283	322.017	NA	30.336	NA	8.531	8.531
222	2	107	1141	500	0	43	695.983	352.458	NA	30.7	NA	-16.074	-24.604
223	2	108	1159.5	490.5	0	51.2	716.779	372.268	NA	20.797	NA	-27.181	-11.108
224	2	109	1166.5	464.5	0	52.2	743.705	384.431	NA	26.926	NA	-74.932	-47.75
225	2	110	1163.5	449.5	0	64	759.002	385.343	NA	15.297	NA	-101.31	-26.378
226	2	111	1160	438.5	0	57	770.546	385.156	NA	11.543	NA	-107.65	-6.34
227	2	112	1169	438.5	0	84.6	779.546	393.745	NA	9	NA	0	107.65
228	2	113	1181	414.5	0	86.2	806.379	412.755	NA	26.833	NA	-63.435	-63.435
229	2	114	1177.5	409.5	0	77.6	812.482	411.206	NA	6.103	NA	-124.992	-61.557
230	2	116	1178	416	0	74.1	819.001	409.424	NA	6.519	NA	85.601	-149.407
