Nr	TID	PID	x [pixel]	y [pixel]	t [sec]	I [val]	Len [pixel]	D2S [pixel]	D2R [pixel]	D2P [pixel]	v [pixel/sec]	? [deg]	?? [deg]
30	1	30	649.167	582.833	0	39.9	73.108	26.804	NA	1.374	NA	-104.036	78.166
31	1	31	647.167	582.167	0	16.1	75.216	24.698	NA	2.108	NA	-161.565	-57.529
32	1	32	648.833	580.833	0	43.1	77.35	25.831	NA	2.134	NA	-38.66	122.905
33	1	33	650.833	580.5	0	60.7	79.378	27.657	NA	2.028	NA	-9.462	29.197
34	1	34	654.167	582.5	0	25.8	83.265	31.418	NA	3.887	NA	30.964	40.426
35	1	35	657.833	581.167	0	22.3	87.167	34.604	NA	3.902	NA	-19.983	-50.947
36	1	36	661.833	584.167	0	17.6	92.167	39.24	NA	5	NA	36.87	56.853
37	1	37	668.833	585.167	0	11.7	99.238	46.251	NA	7.071	NA	8.13	-28.74
38	1	38	677.5	584.833	0	143.6	107.911	54.594	NA	8.673	NA	-2.203	-10.333
39	1	39	677.167	585.167	0	39.7	108.382	54.342	NA	0.471	NA	135	137.203
40	1	40	681.833	587.5	0	39.7	113.6	59.421	NA	5.217	NA	26.565	-108.435
41	1	41	678.167	589.5	0	9.6	117.777	56.416	NA	4.177	NA	151.39	124.824
42	1	42	671.833	589.833	0	21.9	124.119	50.496	NA	6.342	NA	176.987	25.598
43	1	43	668.167	592.833	0	51.3	128.856	48.195	NA	4.738	NA	140.711	-36.277
44	1	44	663.5	594.5	0	29.2	133.812	44.746	NA	4.955	NA	160.346	19.636
45	1	45	659.167	596.833	0	37.2	138.733	42.251	NA	4.922	NA	151.699	-8.647
46	1	46	657.5	599.833	0	35.2	142.165	42.687	NA	3.432	NA	119.055	-32.645
47	1	47	664.5	602.5	0	24.2	149.656	49.872	NA	7.491	NA	20.854	-98.2
48	1	48	668.5	605.833	0	18.9	154.863	55.069	NA	5.207	NA	39.806	18.951
49	1	49	669.833	607.833	0	29.4	157.266	57.334	NA	2.404	NA	56.31	16.504
50	1	50	671.167	609.833	0	36.4	159.67	59.611	NA	2.404	NA	56.31	0
51	1	51	671.5	612.5	0	25.5	162.357	61.543	NA	2.687	NA	82.875	26.565
52	1	52	677.5	611.167	0	36.9	168.504	65.486	NA	6.146	NA	-12.529	-95.404
53	1	53	684.167	612.833	0	34.9	175.376	71.927	NA	6.872	NA	14.036	26.565
54	1	54	687.5	615.833	0	4.9	179.86	76.365	NA	4.485	NA	41.987	27.951
55	1	55	686.167	613.167	0	43.4	182.842	73.783	NA	2.981	NA	-116.565	-158.552
56	1	56	690.167	616.167	0	32.8	187.842	78.772	NA	5	NA	36.87	153.435
57	1	57	701.167	620.833	0	30	199.791	90.56	NA	11.949	NA	22.989	-13.881
58	1	58	706.5	618.5	0	44.4	205.612	93.989	NA	5.821	NA	-23.629	-46.618
59	1	59	709.167	619.167	0	37.4	208.361	96.649	NA	2.749	NA	14.036	37.666
60	1	60	710.5	619.5	0	44.4	209.735	97.981	NA	1.374	NA	14.036	0
61	1	61	704.167	621.5	0	20.9	216.377	93.467	NA	6.642	NA	162.474	148.438
62	1	62	699.5	622.5	0	52.4	221.149	90.049	NA	4.773	NA	167.905	5.431
63	1	63	686.833	622.5	0	11.9	233.816	79.755	NA	12.667	NA	180	12.095
64	1	64	685.833	623.167	0	30	235.018	79.39	NA	1.202	NA	146.31	-33.69
65	1	65	679.833	623.5	0	39.7	241.027	75.048	NA	6.009	NA	176.82	30.51
66	1	66	678.833	625.5	0	23.1	243.263	75.678	NA	2.236	NA	116.565	-60.255
67	1	67	676.833	625.833	0	44.2	245.291	74.482	NA	2.028	NA	170.538	53.973
68	1	68	686.167	627.5	0	37	254.772	82.439	NA	9.481	NA	10.125	-160.413
69	1	69	692.167	627.5	0	33.6	260.772	87.041	NA	6	NA	0	-10.125
70	1	70	702.167	632.833	0	43.2	272.105	98.204	NA	11.333	NA	28.072	28.072
71	1	71	716.5	635.833	0	31.6	286.749	111.591	NA	14.644	NA	11.821	-16.251
72	1	72	715.833	640.167	0	40.9	291.133	113.542	NA	4.384	NA	98.746	86.925
73	1	73	710.167	642.833	0	44.2	297.396	110.677	NA	6.263	NA	154.799	56.053
74	1	74	699.167	648.167	0	36	309.621	106.066	NA	12.225	NA	154.134	-0.665
75	1	75	691.5	652.5	0	43.2	318.427	104.056	NA	8.807	NA	150.524	-3.61
76	1	76	682.167	657.167	0	24.2	328.862	102.078	NA	10.435	NA	153.435	2.911
77	1	77	680.167	664.833	0	29.2	336.786	107.419	NA	7.923	NA	104.621	-48.814
78	1	78	683.833	670.833	0	23	343.817	114.45	NA	7.032	NA	58.57	-46.05
79	1	79	682.5	674.167	0	25.7	347.407	116.635	NA	3.59	NA	111.801	53.231
80	1	80	680.5	679.167	0	19.9	352.793	120.039	NA	5.385	NA	111.801	0
81	1	81	687.5	684.833	0	23.3	361.799	128.377	NA	9.006	NA	38.991	-72.81
82	1	82	691.167	686.5	0	22.2	365.826	131.657	NA	4.028	NA	24.444	-14.547
83	1	83	696.167	691.5	0	24.6	372.898	138.516	NA	7.071	NA	45	20.556
84	1	84	701.167	693.5	0	26.9	378.283	142.86	NA	5.385	NA	21.801	-23.199
85	1	85	703.833	694.167	0	22.2	381.031	144.872	NA	2.749	NA	14.036	-7.765
86	1	86	709.167	697.167	0	32.3	387.151	150.336	NA	6.119	NA	29.358	15.322
87	1	87	712.167	698.833	0	14.2	390.582	153.415	NA	3.432	NA	29.055	-0.303
88	1	88	720.833	699.833	0	23.2	399.307	159.339	NA	8.724	NA	6.582	-22.473
89	1	89	735.167	703.5	0	70.9	414.102	171.195	NA	14.795	NA	14.349	7.767
90	1	90	745.5	704.5	0	17.2	424.483	178.802	NA	10.382	NA	5.528	-8.822
91	1	91	745.167	701.833	0	24.4	427.171	176.624	NA	2.687	NA	-97.125	-102.653
92	1	92	746.167	702.167	0	41.1	428.225	177.553	NA	1.054	NA	18.435	115.56
93	1	93	735.167	705.167	0	40.7	439.626	172.467	NA	11.402	NA	164.745	146.31
94	1	94	721.5	704.5	0	59.6	453.309	163.469	NA	13.683	NA	-177.207	18.048
95	1	95	699.5	704.833	0	43.9	475.312	151.695	NA	22.003	NA	179.132	-3.661
96	1	96	694.833	706.5	0	31.6	480.267	150.902	NA	4.955	NA	160.346	-18.786
97	1	97	685.833	705.167	0	53.7	489.365	145.694	NA	9.098	NA	-171.573	28.081
98	1	98	683.5	705.167	0	57	491.699	144.722	NA	2.333	NA	180	-8.427
99	1	99	687.833	704.5	0	29	496.083	145.952	NA	4.384	NA	-8.746	171.254
100	1	100	701.167	707.833	0	38.6	509.827	155.126	NA	13.744	NA	14.036	22.782
101	1	101	711.833	707.167	0	4.7	520.514	160.129	NA	10.687	NA	-3.576	-17.613
102	1	102	726.833	706.833	0	35.1	535.518	168.544	NA	15.004	NA	-1.273	2.303
103	1	103	753.833	710.833	0	134.9	562.813	189.118	NA	27.295	NA	8.427	9.7
104	1	104	741	721.5	0	38.6	579.5	188.82	NA	16.687	NA	140.268	131.841
105	1	105	749.5	720.5	0	23.3	588.059	193.431	NA	8.559	NA	-6.71	-146.978
106	1	106	746	724	0	30.3	593.008	193.892	NA	4.95	NA	135	141.71
107	1	107	718.5	725.5	0	38.2	620.549	179.177	NA	27.541	NA	176.878	41.878
108	1	108	704	727.5	0	38.2	635.187	173.759	NA	14.637	NA	172.147	-4.731
109	1	109	702.5	729.5	0	72	637.687	174.861	NA	2.5	NA	126.87	-45.277
110	1	110	714	738	0	32.7	651.987	187.723	NA	14.3	NA	36.469	-90.401
111	1	111	715.5	738	0	18.7	653.487	188.446	NA	1.5	NA	0	-36.469
112	1	112	712	741	0	31.6	658.097	189.427	NA	4.61	NA	139.399	139.399
113	1	113	707.5	746.5	0	30.3	665.203	192.325	NA	7.106	NA	129.289	-10.109
114	1	114	709	752	0	21.7	670.904	197.934	NA	5.701	NA	74.745	-54.545
115	1	115	725.5	761	0	15.1	689.699	213.424	NA	18.795	NA	28.61	-46.134
116	1	116	724.5	757	0	97.7	693.822	209.431	NA	4.123	NA	-104.036	-132.647
117	1	117	732	752	0	33.7	702.836	208.829	NA	9.014	NA	-33.69	70.346
118	1	118	744.5	755.5	0	16.3	715.817	218.462	NA	12.981	NA	15.642	49.332
119	1	119	745	749	0	35.1	722.336	213.35	NA	6.519	NA	-85.601	-101.244
120	1	120	729	743	0	134.7	739.424	199.583	NA	17.088	NA	-159.444	-73.843
121	1	121	735.5	744.5	0	30	746.095	204.329	NA	6.671	NA	12.995	172.439
122	1	122	758.5	750.5	0	40.7	769.864	222.469	NA	23.77	NA	14.621	1.626
123	1	123	785	749.5	0	61.7	796.383	238.665	NA	26.519	NA	-2.161	-16.782
124	1	124	793	747	0	64	804.765	242.328	NA	8.382	NA	-17.354	-15.193
125	1	125	800	748.5	0	40.7	811.924	248.313	NA	7.159	NA	12.095	29.449
126	1	126	808	734.5	0	46.7	828.048	244.588	NA	16.125	NA	-60.255	-72.35
127	1	127	797.5	731	0	23	839.116	234.427	NA	11.068	NA	-161.565	-101.31
128	1	128	790	734.5	0	38.6	847.393	231.364	NA	8.276	NA	154.983	-43.452
129	1	129	769	727.5	0	30	869.529	211.649	NA	22.136	NA	-161.565	43.452
130	1	130	762.5	727.5	0	32.7	876.029	207.256	NA	6.5	NA	180	-18.435
131	1	131	744	723.5	0	51	894.956	192.25	NA	18.927	NA	-167.8	12.2
132	1	132	733	725	0	25.9	906.058	186.81	NA	11.102	NA	172.235	-19.966
133	1	133	732.5	720	0	45.6	911.083	182.472	NA	5.025	NA	-95.711	92.055
134	1	134	730	718.5	0	65	913.998	179.785	NA	2.915	NA	-149.036	-53.326
135	1	135	724	726	0	28.7	923.603	182.551	NA	9.605	NA	128.66	-82.304
136	1	136	739.5	736	0	11.7	942.049	199.541	NA	18.446	NA	32.829	-95.831
137	1	137	757	729.5	0	131.7	960.717	205.146	NA	18.668	NA	-20.376	-53.205
138	1	138	762	725.5	0	32.7	967.12	205.435	NA	6.403	NA	-38.66	-18.283
139	1	139	758.5	738.5	0	30.3	980.583	213.027	NA	13.463	NA	105.068	143.728
140	1	140	742	733	0	36	997.976	198.573	NA	17.393	NA	-161.565	93.366
141	1	141	723.5	736	0	29.9	1016.717	190.74	NA	18.742	NA	170.789	-27.646
142	1	142	725	734	0	26.7	1019.217	189.828	NA	2.5	NA	-53.13	136.081
143	1	143	735	729	0	30	1030.398	191.228	NA	11.18	NA	-26.565	26.565
144	1	144	752.5	738.5	0	29	1050.31	209.295	NA	19.912	NA	28.496	55.061
145	1	145	760	744.5	0	23	1059.915	218.645	NA	9.605	NA	38.66	10.164
146	1	146	747	753	0	30.3	1075.447	217.78	NA	15.532	NA	146.821	108.162
147	1	147	729.5	751	0	26.9	1093.061	206.688	NA	17.614	NA	-173.48	39.698
148	1	148	736.5	742.5	0	37	1104.072	203.206	NA	11.011	NA	-50.528	122.953
149	1	152	737.5	741.5	0	30	1105.486	202.93	NA	1.414	NA	-45	5.528
150	2	1	630.5	463.833	0	40.7	0	0	NA	NA	NA	NA	NA
151	2	2	632.833	463.833	0	30	2.333	2.333	NA	2.333	NA	0	NA
152	2	3	636.167	466.5	0	15.9	6.602	6.263	NA	4.269	NA	38.66	38.66
153	2	4	636.5	464.167	0	9.4	8.959	6.009	NA	2.357	NA	-81.87	-120.53
154	2	5	637.167	465.5	0	23.1	10.45	6.872	NA	1.491	NA	63.435	145.305
155	2	6	638.5	466.167	0	18.7	11.941	8.333	NA	1.491	NA	26.565	-36.87
156	2	7	640.167	468.167	0	23.1	14.544	10.593	NA	2.603	NA	50.194	23.629
157	2	8	642.167	468.5	0	23.1	16.572	12.565	NA	2.028	NA	9.462	-40.732
158	2	9	643.167	467.833	0	30	17.773	13.283	NA	1.202	NA	-33.69	-43.152
159	2	10	647.167	470.5	0	20.1	22.581	17.951	NA	4.807	NA	33.69	67.38
160	2	11	647.167	472.167	0	40.7	24.247	18.634	NA	1.667	NA	90	56.31
161	2	12	649.167	474.167	0	26.7	27.076	21.336	NA	2.828	NA	45	-45
162	2	13	651.833	472.833	0	39.5	30.057	23.154	NA	2.981	NA	-26.565	-71.565
163	2	14	658.167	473.833	0	21.9	36.469	29.418	NA	6.412	NA	8.973	35.538
164	2	15	659.833	475.167	0	22.1	38.603	31.447	NA	2.134	NA	38.66	29.687
165	2	16	662.5	471.167	0	6.1	43.411	32.83	NA	4.807	NA	-56.31	-94.97
166	2	17	663.5	474.5	0	17.4	46.891	34.681	NA	3.48	NA	73.301	129.611
167	2	18	660.167	473.167	0	19.7	50.481	31.1	NA	3.59	NA	-158.199	128.501
168	2	19	663.5	474.833	0	34.1	54.208	34.785	NA	3.727	NA	26.565	-175.236
169	2	20	662.167	471.167	0	35.1	58.109	32.505	NA	3.902	NA	-109.983	-136.548
170	2	21	660.833	470.5	0	38.6	59.6	31.057	NA	1.491	NA	-153.435	-43.452
171	2	22	659.167	465.833	0	31.6	64.556	28.736	NA	4.955	NA	-109.654	43.781
172	2	23	658.5	464.5	0	35.7	66.046	28.008	NA	1.491	NA	-116.565	-6.911
173	2	24	660.167	463.5	0	17.5	67.99	29.669	NA	1.944	NA	-30.964	85.601
174	2	25	658.167	461.167	0	31.1	71.063	27.795	NA	3.073	NA	-130.601	-99.638
175	2	26	659.5	458.167	0	14.9	74.346	29.548	NA	3.283	NA	-66.038	64.564
176	2	27	660.5	459.167	0	25.7	75.76	30.361	NA	1.414	NA	45	111.038
177	2	28	661.833	458.167	0	24.6	77.427	31.842	NA	1.667	NA	-36.87	-81.87
178	2	29	666.5	455.833	0	17.5	82.644	36.878	NA	5.217	NA	-26.565	10.305
179	2	30	665.167	457.167	0	38.6	84.53	35.302	NA	1.886	NA	135	161.565
180	2	31	668.167	454.167	0	31.6	88.773	38.887	NA	4.243	NA	-45	-180
181	2	32	671.167	454.5	0	52.2	91.791	41.724	NA	3.018	NA	6.34	51.34
182	2	33	678.833	454.5	0	33.7	99.458	49.226	NA	7.667	NA	0	-6.34
183	2	34	682.167	455.5	0	31.4	102.938	52.334	NA	3.48	NA	16.699	16.699
184	2	35	683.833	453.833	0	53.7	105.295	54.263	NA	2.357	NA	-45	-61.699
185	2	36	691.833	453.5	0	38.5	113.302	62.198	NA	8.007	NA	-2.386	42.614
186	2	37	689.5	452.167	0	30.3	115.989	60.142	NA	2.687	NA	-150.255	-147.869
187	2	38	687.5	452.5	0	58.3	118.017	58.116	NA	2.028	NA	170.538	-39.207
188	2	39	688.5	453.167	0	31.6	119.219	58.973	NA	1.202	NA	33.69	-136.848
189	2	40	687.5	456.5	0	30.3	122.699	57.47	NA	3.48	NA	106.699	73.009
190	2	41	687.5	461.5	0	97.9	127.699	57.048	NA	5	NA	90	-16.699
191	2	42	681.833	463.5	0	100.1	133.708	51.334	NA	6.009	NA	160.56	70.56
192	2	43	678.5	463.5	0	18.7	137.041	48.001	NA	3.333	NA	180	19.44
193	2	44	677.167	461.5	0	58	139.445	46.725	NA	2.404	NA	-123.69	56.31
194	2	45	677.167	461.5	0	44.3	139.445	46.725	NA	0	NA	0	123.69
195	2	46	681.833	466.833	0	31.6	146.532	51.421	NA	7.087	NA	48.814	48.814
196	2	47	688.5	467.5	0	51.5	153.232	58.116	NA	6.7	NA	5.711	-43.103
197	2	48	689.833	467.167	0	24.3	154.606	59.427	NA	1.374	NA	-14.036	-19.747
198	2	49	697.167	469.5	0	23.5	162.302	66.907	NA	7.696	NA	17.65	31.686
199	2	50	700.5	467.167	0	30.3	166.371	70.079	NA	4.069	NA	-34.992	-52.642
200	2	51	709.167	469.167	0	16.3	175.265	78.847	NA	8.894	NA	12.995	47.987
201	2	52	715.833	469.167	0	24.5	181.932	85.5	NA	6.667	NA	0	-12.995
202	2	53	712.5	467.5	0	28.7	185.658	82.082	NA	3.727	NA	-153.435	-153.435
203	2	54	716.5	474.833	0	136.3	194.012	86.701	NA	8.353	NA	61.39	-145.176
204	2	55	708.167	469.833	0	3.6	203.73	77.898	NA	9.718	NA	-149.036	149.574
205	2	56	707.5	462.833	0	26.7	210.762	77.006	NA	7.032	NA	-95.44	53.596
206	2	57	702.833	460.5	0	31.4	215.979	72.41	NA	5.217	NA	-153.435	-57.995
207	2	58	700.167	459.833	0	31.6	218.728	69.781	NA	2.749	NA	-165.964	-12.529
208	2	59	693.833	459.5	0	25.7	225.07	63.481	NA	6.342	NA	-176.987	-11.023
209	2	60	689.167	455.833	0	26.8	231.005	59.21	NA	5.935	NA	-141.843	35.144
210	2	61	693.167	455.5	0	39.7	235.019	63.218	NA	4.014	NA	-4.764	137.079
211	2	62	696.5	454.167	0	44	238.609	66.704	NA	3.59	NA	-21.801	-17.038
212	2	63	698.5	449.5	0	27	243.686	69.494	NA	5.077	NA	-66.801	-45
213	2	64	701.167	454.833	0	51	249.649	71.237	NA	5.963	NA	63.435	130.236
214	2	65	711.167	454.167	0	24.2	259.671	81.244	NA	10.022	NA	-3.814	-67.249
215	2	66	719.167	451.833	0	26.9	268.004	89.475	NA	8.333	NA	-16.26	-12.446
216	2	67	726.833	453.833	0	21.2	275.928	96.851	NA	7.923	NA	14.621	30.881
217	2	68	732.5	452.833	0	10.6	281.682	102.591	NA	5.754	NA	-10.008	-24.629
218	2	69	732.5	452.833	0	32.7	281.682	102.591	NA	0	NA	0	10.008
219	2	70	728.833	461.5	0	22.9	291.092	98.361	NA	9.41	NA	112.932	112.932
220	2	71	720.833	462.833	0	12.8	299.203	90.339	NA	8.11	NA	170.538	57.606
221	2	72	719.167	467.833	0	44.3	304.473	88.757	NA	5.27	NA	108.435	-62.103
222	2	73	713.5	467.167	0	72	310.179	83.067	NA	5.706	NA	-173.29	78.275
223	2	74	707.167	468.833	0	43.2	316.728	76.83	NA	6.549	NA	165.256	-21.453
224	2	75	702.5	469.833	0	47.9	321.5	72.25	NA	4.773	NA	167.905	2.649
225	2	76	699.167	473.167	0	38.6	326.214	69.298	NA	4.714	NA	135	-32.905
226	2	77	702.833	477.833	0	36.9	332.149	73.676	NA	5.935	NA	51.843	-83.157
227	2	78	709.167	481.167	0	37.2	339.306	80.554	NA	7.157	NA	27.759	-24.084
228	2	79	710.5	479.5	0	28.2	341.441	81.52	NA	2.134	NA	-51.34	-79.099
229	2	80	714.833	478.833	0	36.2	345.825	85.657	NA	4.384	NA	-8.746	42.594
230	2	81	723.833	482.167	0	35.2	355.422	95.117	NA	9.597	NA	20.323	29.069
231	2	82	735.833	480.5	0	30.2	367.538	106.644	NA	12.115	NA	-7.907	-28.23
232	2	83	747.5	478.167	0	40.7	379.435	117.875	NA	11.898	NA	-11.31	-3.403
233	2	84	750.833	472.5	0	52	386.01	120.645	NA	6.574	NA	-59.534	-48.225
234	2	85	749.833	470.167	0	40	388.548	119.501	NA	2.539	NA	-113.199	-53.664
235	2	86	753.5	472.5	0	30.2	392.894	123.305	NA	4.346	NA	32.471	145.67
236	2	87	744.167	468.5	0	35.9	403.049	113.762	NA	10.154	NA	-156.801	170.727
237	2	88	745.167	461.5	0	39.5	410.12	114.69	NA	7.071	NA	-81.87	74.932
238	2	89	736.167	459.833	0	36.2	419.273	105.742	NA	9.153	NA	-169.509	-87.639
239	2	90	725.833	452.167	0	31.4	432.14	96.045	NA	12.867	NA	-143.427	26.082
240	2	91	723.833	444.5	0	42.8	440.063	95.315	NA	7.923	NA	-104.621	38.806
241	2	92	720.167	436.167	0	45.2	449.167	93.838	NA	9.104	NA	-113.749	-9.129
242	2	93	722.167	433.5	0	46.8	452.501	96.555	NA	3.333	NA	-53.13	60.619
243	2	94	726.167	427.833	0	63.8	459.437	102.216	NA	6.936	NA	-54.782	-1.652
244	2	95	730.167	424.833	0	74.5	464.437	107.025	NA	5	NA	-36.87	17.913
245	2	96	737.5	418.167	0	23.2	474.347	116.338	NA	9.911	NA	-42.274	-5.404
246	2	97	740.833	412.5	0	44.4	480.922	121.69	NA	6.574	NA	-59.534	-17.261
247	2	98	755.167	420.833	0	82.9	497.502	131.874	NA	16.58	NA	30.174	89.708
248	2	99	766.167	412.167	0	32.5	511.506	145.172	NA	14.004	NA	-38.234	-68.407
249	2	100	772.167	402.167	0	45.4	523.167	154.506	NA	11.662	NA	-59.036	-20.802
250	2	101	777	396.5	0	49.8	530.615	161.233	NA	7.448	NA	-49.538	9.498
251	2	102	780	398.5	0	29.4	534.221	163.152	NA	3.606	NA	33.69	83.228
252	2	103	787.5	390	0	29.4	545.557	173.495	NA	11.336	NA	-48.576	-82.266
253	2	104	772	385	0	44.2	561.843	161.978	NA	16.286	NA	-162.121	-113.545
254	2	105	771	389.5	0	67.5	566.453	158.952	NA	4.61	NA	102.529	-95.35
255	2	106	756.5	381	0	43.2	583.261	150.789	NA	16.808	NA	-149.621	107.85
256	2	107	749	375.5	0	46.3	592.561	147.801	NA	9.301	NA	-143.746	5.875
257	2	108	749	373	0	56.8	595.061	149.308	NA	2.5	NA	-90	53.746
258	2	109	737	378	0	50.9	608.061	136.783	NA	13	NA	157.38	-112.62
259	2	110	735	359	0	169.7	627.166	148.021	NA	19.105	NA	-96.009	106.611
260	2	111	744.5	366	0	40.5	638.967	150.224	NA	11.8	NA	36.384	132.393
261	2	112	756	361	0	40.5	651.507	162.25	NA	12.54	NA	-23.499	-59.883
262	2	113	752	350.5	0	62.9	662.743	166.153	NA	11.236	NA	-110.854	-87.356
263	2	114	769.5	352	0	47.5	680.307	178.403	NA	17.564	NA	4.899	115.754
264	2	115	778.5	347	0	42.8	690.603	188.558	NA	10.296	NA	-29.055	-33.954
265	2	116	794	340	0	37.4	707.61	205.102	NA	17.007	NA	-24.305	4.75
266	2	117	804.5	328.5	0	31.2	723.182	220.434	NA	15.572	NA	-47.603	-23.298
267	2	118	797.5	318.5	0	51.2	735.389	221.384	NA	12.207	NA	-124.992	-77.389
268	2	119	802.5	313	0	32.3	742.822	228.768	NA	7.433	NA	-47.726	77.266
269	2	120	817.5	304	0	45.2	760.315	245.999	NA	17.493	NA	-30.964	16.763
270	2	121	812	290	0	36.2	775.356	251.317	NA	15.042	NA	-111.448	-80.484
271	2	122	801	277	0	39.8	792.386	252.937	NA	17.029	NA	-130.236	-18.789
272	2	123	802	270.5	0	55.9	798.962	258.438	NA	6.576	NA	-81.254	48.983
273	2	124	796.167	255.833	0	74.3	814.746	265.912	NA	15.784	NA	-111.689	-30.435
274	2	125	794.833	235.833	0	93	834.791	281.051	NA	20.044	NA	-93.814	17.875
275	2	126	778.833	227.167	0	41.9	852.987	279.31	NA	18.196	NA	-151.557	-57.743
276	2	127	784.833	219.833	0	40.9	862.462	288.712	NA	9.475	NA	-50.711	100.846
277	2	128	779.5	207.167	0	46.7	876.206	296.781	NA	13.744	NA	-112.834	-62.123
278	2	129	764.833	193.833	0	55.9	896.027	301.572	NA	19.821	NA	-137.726	-24.893
279	2	130	773.5	193.167	0	44.2	904.72	306.12	NA	8.692	NA	-4.399	133.328
280	2	131	778.167	187.833	0	67.3	911.807	313.02	NA	7.087	NA	-48.814	-44.415
281	2	132	772.833	178.5	0	50	922.556	318.863	NA	10.75	NA	-119.745	-70.931
282	2	133	775.5	175.833	0	53.7	926.327	322.442	NA	3.771	NA	-45	74.745
283	2	134	784.167	181.167	0	32.3	936.504	321.736	NA	10.176	NA	31.608	76.608
284	2	135	774.167	187.167	0	28.2	948.166	311.744	NA	11.662	NA	149.036	117.429
285	2	136	767.5	173.167	0	43.2	963.672	321.335	NA	15.506	NA	-115.463	95.5
286	2	137	776.167	171.833	0	41.9	972.44	326.317	NA	8.769	NA	-8.746	106.717
287	2	138	789.5	169.167	0	57.2	986.038	334.827	NA	13.597	NA	-11.31	-2.564
288	2	139	791.5	169.833	0	49.8	988.146	335.197	NA	2.108	NA	18.435	29.745
289	2	140	795.5	158.5	0	46.5	1000.165	347.064	NA	12.019	NA	-70.56	-88.995
290	2	141	789.5	165.167	0	50.2	1009.134	338.353	NA	8.969	NA	131.987	-157.453
291	2	142	811.5	183.167	0	146.6	1037.559	333.968	NA	28.425	NA	39.289	-92.698
292	2	143	794.833	179.833	0	44	1054.556	328.118	NA	16.997	NA	-168.69	152.021
293	2	144	783.5	168.5	0	44.2	1070.583	332.612	NA	16.028	NA	-135	33.69
294	2	147	788.833	172.5	0	115.2	1077.25	331.579	NA	6.667	NA	36.87	171.87
